Date,,Currency,Rate
4/22/20,,THB,32.38
4/23/20,,THB,32.37
4/24/20,,THB,32.46
4/25/20,,THB,32.44
4/26/20,,THB,32.44
11/1/19,,EUR,0.90
11/4/19,,EUR,0.90
11/5/19,,EUR,0.90
11/6/19,,EUR,0.90
11/7/19,,EUR,0.91
11/8/19,,EUR,0.91
11/12/19,,EUR,0.91
11/13/19,,EUR,0.91
11/14/19,,EUR,0.91
11/15/19,,EUR,0.91
11/18/19,,EUR,0.90
11/19/19,,EUR,0.90
11/20/19,,EUR,0.90
11/21/19,,EUR,0.90
11/22/19,,EUR,0.91
11/25/19,,EUR,0.91
11/26/19,,EUR,0.91
11/27/19,,EUR,0.91
11/29/19,,EUR,0.91
12/2/19,,EUR,0.90
12/3/19,,EUR,0.90
12/4/19,,EUR,0.90
12/5/19,,EUR,0.90
12/6/19,,EUR,0.90
12/9/19,,EUR,0.90
12/10/19,,EUR,0.90
12/11/19,,EUR,0.90
12/12/19,,EUR,0.90
12/13/19,,EUR,0.90
12/16/19,,EUR,0.90
12/17/19,,EUR,0.90
12/18/19,,EUR,0.90
12/19/19,,EUR,0.90
12/20/19,,EUR,0.90
12/23/19,,EUR,0.90
12/24/19,,EUR,0.90
12/26/19,,EUR,0.90
12/27/19,,EUR,0.89
12/30/19,,EUR,0.89
12/31/19,,EUR,0.89
1/1/20,,EUR,0.89
1/2/20,,EUR,0.90
1/3/20,,EUR,0.90
1/4/20,,EUR,0.90
1/5/20,,EUR,0.90
1/6/20,,EUR,0.89
1/7/20,,EUR,0.90
1/8/20,,EUR,0.90
1/9/20,,EUR,0.90
1/10/20,,EUR,0.90
1/11/20,,EUR,0.90
1/12/20,,EUR,0.90
1/13/20,,EUR,0.90
1/14/20,,EUR,0.90
1/15/20,,EUR,0.90
1/16/20,,EUR,0.90
1/17/20,,EUR,0.90
1/18/20,,EUR,0.90
1/19/20,,EUR,0.90
1/20/20,,EUR,0.90
1/21/20,,EUR,0.90
1/22/20,,EUR,0.90
1/23/20,,EUR,0.90
1/24/20,,EUR,0.91
1/25/20,,EUR,0.91
1/26/20,,EUR,0.91
1/27/20,,EUR,0.91
1/28/20,,EUR,0.91
1/29/20,,EUR,0.91
1/30/20,,EUR,0.91
1/31/20,,EUR,0.90
2/1/20,,EUR,0.90
2/2/20,,EUR,0.90
2/3/20,,EUR,0.90
2/4/20,,EUR,0.91
2/5/20,,EUR,0.91
2/6/20,,EUR,0.91
2/7/20,,EUR,0.91
2/8/20,,EUR,0.91
2/9/20,,EUR,0.91
2/10/20,,EUR,0.92
2/11/20,,EUR,0.92
2/12/20,,EUR,0.92
2/13/20,,EUR,0.92
2/14/20,,EUR,0.92
2/15/20,,EUR,0.92
2/16/20,,EUR,0.92
2/17/20,,EUR,0.92
2/18/20,,EUR,0.93
2/19/20,,EUR,0.93
2/20/20,,EUR,0.93
2/21/20,,EUR,0.92
2/22/20,,EUR,0.92
2/23/20,,EUR,0.92
2/24/20,,EUR,0.92
2/25/20,,EUR,0.92
2/26/20,,EUR,0.92
2/27/20,,EUR,0.91
2/28/20,,EUR,0.91
2/29/20,,EUR,0.91
3/1/20,,EUR,0.90
3/2/20,,EUR,0.90
3/3/20,,EUR,0.89
3/4/20,,EUR,0.90
3/5/20,,EUR,0.89
3/6/20,,EUR,0.89
3/7/20,,EUR,0.89
3/8/20,,EUR,0.88
3/9/20,,EUR,0.88
3/10/20,,EUR,0.88
3/11/20,,EUR,0.89
3/12/20,,EUR,0.89
3/13/20,,EUR,0.90
3/14/20,,EUR,0.90
3/15/20,,EUR,0.90
3/16/20,,EUR,0.90
3/17/20,,EUR,0.91
3/18/20,,EUR,0.91
3/19/20,,EUR,0.94
3/20/20,,EUR,0.93
3/21/20,,EUR,0.93
3/22/20,,EUR,0.94
3/23/20,,EUR,0.93
3/24/20,,EUR,0.93
3/25/20,,EUR,0.92
3/26/20,,EUR,0.91
3/27/20,,EUR,0.90
3/28/20,,EUR,0.90
3/29/20,,EUR,0.90
3/30/20,,EUR,0.91
3/31/20,,EUR,0.91
4/1/20,,EUR,0.91
4/2/20,,EUR,0.92
4/3/20,,EUR,0.93
4/4/20,,EUR,0.93
4/5/20,,EUR,0.93
4/6/20,,EUR,0.93
4/7/20,,EUR,0.92
4/8/20,,EUR,0.92
4/9/20,,EUR,0.92
4/10/20,,EUR,0.91
4/11/20,,EUR,0.91
4/12/20,,EUR,0.91
4/13/20,,EUR,0.92
4/14/20,,EUR,0.91
4/15/20,,EUR,0.92
4/16/20,,EUR,0.92
4/17/20,,EUR,0.92
4/18/20,,EUR,0.92
4/19/20,,EUR,0.92
4/20/20,,EUR,0.92
4/21/20,,EUR,0.92
4/22/20,,EUR,0.93
4/23/20,,EUR,0.93
4/24/20,,EUR,0.92
4/25/20,,EUR,0.92
4/26/20,,EUR,0.92
