Date,,Currency,Rate
11/1/19,,AUD,1.45
11/4/19,,AUD,1.45
11/5/19,,AUD,1.45
11/6/19,,AUD,1.45
11/7/19,,AUD,1.45
11/8/19,,AUD,1.46
11/12/19,,AUD,1.46
11/13/19,,AUD,1.46
11/14/19,,AUD,1.47
11/15/19,,AUD,1.47
11/18/19,,AUD,1.47
11/19/19,,AUD,1.47
11/20/19,,AUD,1.47
11/21/19,,AUD,1.47
11/22/19,,AUD,1.47
11/25/19,,AUD,1.48
11/26/19,,AUD,1.47
11/27/19,,AUD,1.47
11/29/19,,AUD,1.48
12/2/19,,AUD,1.47
12/3/19,,AUD,1.46
12/4/19,,AUD,1.46
12/5/19,,AUD,1.46
12/6/19,,AUD,1.46
12/9/19,,AUD,1.46
12/10/19,,AUD,1.47
12/11/19,,AUD,1.46
12/12/19,,AUD,1.45
12/13/19,,AUD,1.46
12/16/19,,AUD,1.45
12/17/19,,AUD,1.46
12/18/19,,AUD,1.46
12/19/19,,AUD,1.45
12/20/19,,AUD,1.45
12/23/19,,AUD,1.45
12/24/19,,AUD,1.44
12/26/19,,AUD,1.44
12/27/19,,AUD,1.43
12/30/19,,AUD,1.43
12/31/19,,AUD,1.42
1/1/20,,AUD,1.42
1/2/20,,AUD,1.43
1/3/20,,AUD,1.44
1/4/20,,AUD,1.44
1/5/20,,AUD,1.44
1/6/20,,AUD,1.44
1/7/20,,AUD,1.46
1/8/20,,AUD,1.45
1/9/20,,AUD,1.46
1/10/20,,AUD,1.45
1/11/20,,AUD,1.45
1/12/20,,AUD,1.45
1/13/20,,AUD,1.45
1/14/20,,AUD,1.45
1/15/20,,AUD,1.45
1/16/20,,AUD,1.45
1/17/20,,AUD,1.45
1/18/20,,AUD,1.45
1/19/20,,AUD,1.45
1/20/20,,AUD,1.45
1/21/20,,AUD,1.46
1/22/20,,AUD,1.46
1/23/20,,AUD,1.46
1/24/20,,AUD,1.47
1/25/20,,AUD,1.47
1/26/20,,AUD,1.47
1/27/20,,AUD,1.48
1/28/20,,AUD,1.48
1/29/20,,AUD,1.48
1/30/20,,AUD,1.49
1/31/20,,AUD,1.49
2/1/20,,AUD,1.49
2/2/20,,AUD,1.49
2/3/20,,AUD,1.49
2/4/20,,AUD,1.49
2/5/20,,AUD,1.48
2/6/20,,AUD,1.49
2/7/20,,AUD,1.50
2/8/20,,AUD,1.50
2/9/20,,AUD,1.50
2/10/20,,AUD,1.49
2/11/20,,AUD,1.49
2/12/20,,AUD,1.49
2/13/20,,AUD,1.49
2/14/20,,AUD,1.49
2/15/20,,AUD,1.49
2/16/20,,AUD,1.49
2/17/20,,AUD,1.49
2/18/20,,AUD,1.49
2/19/20,,AUD,1.50
2/20/20,,AUD,1.51
2/21/20,,AUD,1.51
2/22/20,,AUD,1.51
2/23/20,,AUD,1.51
2/24/20,,AUD,1.51
2/25/20,,AUD,1.51
2/26/20,,AUD,1.53
2/27/20,,AUD,1.52
2/28/20,,AUD,1.53
2/29/20,,AUD,1.53
3/1/20,,AUD,1.53
3/2/20,,AUD,1.53
3/3/20,,AUD,1.52
3/4/20,,AUD,1.51
3/5/20,,AUD,1.51
3/6/20,,AUD,1.51
3/7/20,,AUD,1.50
3/8/20,,AUD,1.51
3/9/20,,AUD,1.52
3/10/20,,AUD,1.54
3/11/20,,AUD,1.54
3/12/20,,AUD,1.59
3/13/20,,AUD,1.62
3/14/20,,AUD,1.62
3/15/20,,AUD,1.62
3/16/20,,AUD,1.64
3/17/20,,AUD,1.67
3/18/20,,AUD,1.72
3/19/20,,AUD,1.74
3/20/20,,AUD,1.73
3/21/20,,AUD,1.73
3/22/20,,AUD,1.74
3/23/20,,AUD,1.70
3/24/20,,AUD,1.67
3/25/20,,AUD,1.69
3/26/20,,AUD,1.65
3/27/20,,AUD,1.62
3/28/20,,AUD,1.62
3/29/20,,AUD,1.62
3/30/20,,AUD,1.62
3/31/20,,AUD,1.63
4/1/20,,AUD,1.64
4/2/20,,AUD,1.65
4/3/20,,AUD,1.67
4/4/20,,AUD,1.67
4/5/20,,AUD,1.67
4/6/20,,AUD,1.63
4/7/20,,AUD,1.63
4/8/20,,AUD,1.60
4/9/20,,AUD,1.58
4/10/20,,AUD,1.57
4/11/20,,AUD,1.57
4/12/20,,AUD,1.58
4/13/20,,AUD,1.56
4/14/20,,AUD,1.55
4/15/20,,AUD,1.59
4/16/20,,AUD,1.57
4/17/20,,AUD,1.57
4/18/20,,AUD,1.57
4/19/20,,AUD,1.58
4/20/20,,AUD,1.58
4/21/20,,AUD,1.59
4/22/20,,AUD,1.59
4/23/20,,AUD,1.57
4/24/20,,AUD,1.56
4/25/20,,AUD,1.57
4/26/20,,AUD,1.57
11/1/19,,NZD,1.55
11/4/19,,NZD,1.56
11/5/19,,NZD,1.57
11/6/19,,NZD,1.57
11/7/19,,NZD,1.57
11/8/19,,NZD,1.58
11/12/19,,NZD,1.58
11/13/19,,NZD,1.56
11/14/19,,NZD,1.57
11/15/19,,NZD,1.56
11/18/19,,NZD,1.56
11/19/19,,NZD,1.56
11/20/19,,NZD,1.56
11/21/19,,NZD,1.56
11/22/19,,NZD,1.56
11/25/19,,NZD,1.56
11/26/19,,NZD,1.56
11/27/19,,NZD,1.56
11/29/19,,NZD,1.56
12/2/19,,NZD,1.54
12/3/19,,NZD,1.53
12/4/19,,NZD,1.53
12/5/19,,NZD,1.53
12/6/19,,NZD,1.52
12/9/19,,NZD,1.53
12/10/19,,NZD,1.53
12/11/19,,NZD,1.52
12/12/19,,NZD,1.52
12/13/19,,NZD,1.52
12/16/19,,NZD,1.52
12/17/19,,NZD,1.52
12/18/19,,NZD,1.52
12/19/19,,NZD,1.51
12/20/19,,NZD,1.51
12/23/19,,NZD,1.51
12/24/19,,NZD,1.51
12/26/19,,NZD,1.50
12/27/19,,NZD,1.49
12/30/19,,NZD,1.48
12/31/19,,NZD,1.48
1/1/20,,NZD,1.48
1/2/20,,NZD,1.49
1/3/20,,NZD,1.50
1/4/20,,NZD,1.50
1/5/20,,NZD,1.50
1/6/20,,NZD,1.50
1/7/20,,NZD,1.51
1/8/20,,NZD,1.50
1/9/20,,NZD,1.51
1/10/20,,NZD,1.51
1/11/20,,NZD,1.51
1/12/20,,NZD,1.51
1/13/20,,NZD,1.51
1/14/20,,NZD,1.51
1/15/20,,NZD,1.51
1/16/20,,NZD,1.51
1/17/20,,NZD,1.51
1/18/20,,NZD,1.51
1/19/20,,NZD,1.51
1/20/20,,NZD,1.51
1/21/20,,NZD,1.52
1/22/20,,NZD,1.52
1/23/20,,NZD,1.51
1/24/20,,NZD,1.51
1/25/20,,NZD,1.51
1/26/20,,NZD,1.52
1/27/20,,NZD,1.53
1/28/20,,NZD,1.53
1/29/20,,NZD,1.53
1/30/20,,NZD,1.54
1/31/20,,NZD,1.55
2/1/20,,NZD,1.55
2/2/20,,NZD,1.55
2/3/20,,NZD,1.55
2/4/20,,NZD,1.54
2/5/20,,NZD,1.54
2/6/20,,NZD,1.55
2/7/20,,NZD,1.56
2/8/20,,NZD,1.56
2/9/20,,NZD,1.56
2/10/20,,NZD,1.57
2/11/20,,NZD,1.56
2/12/20,,NZD,1.55
2/13/20,,NZD,1.55
2/14/20,,NZD,1.55
2/15/20,,NZD,1.55
2/16/20,,NZD,1.55
2/17/20,,NZD,1.55
2/18/20,,NZD,1.56
2/19/20,,NZD,1.57
2/20/20,,NZD,1.58
2/21/20,,NZD,1.58
2/22/20,,NZD,1.58
2/23/20,,NZD,1.58
2/24/20,,NZD,1.58
2/25/20,,NZD,1.58
2/26/20,,NZD,1.59
2/27/20,,NZD,1.58
2/28/20,,NZD,1.60
2/29/20,,NZD,1.60
3/1/20,,NZD,1.61
3/2/20,,NZD,1.60
3/3/20,,NZD,1.60
3/4/20,,NZD,1.59
3/5/20,,NZD,1.58
3/6/20,,NZD,1.57
3/7/20,,NZD,1.57
3/8/20,,NZD,1.58
3/9/20,,NZD,1.58
3/10/20,,NZD,1.60
3/11/20,,NZD,1.60
3/12/20,,NZD,1.64
3/13/20,,NZD,1.65
3/14/20,,NZD,1.65
3/15/20,,NZD,1.65
3/16/20,,NZD,1.65
3/17/20,,NZD,1.68
3/18/20,,NZD,1.75
3/19/20,,NZD,1.76
3/20/20,,NZD,1.76
3/21/20,,NZD,1.76
3/22/20,,NZD,1.78
3/23/20,,NZD,1.74
3/24/20,,NZD,1.72
3/25/20,,NZD,1.72
3/26/20,,NZD,1.67
3/27/20,,NZD,1.66
3/28/20,,NZD,1.66
3/29/20,,NZD,1.65
3/30/20,,NZD,1.66
3/31/20,,NZD,1.68
4/1/20,,NZD,1.68
4/2/20,,NZD,1.69
4/3/20,,NZD,1.70
4/4/20,,NZD,1.70
4/5/20,,NZD,1.71
4/6/20,,NZD,1.68
4/7/20,,NZD,1.68
4/8/20,,NZD,1.66
4/9/20,,NZD,1.65
4/10/20,,NZD,1.64
4/11/20,,NZD,1.64
4/12/20,,NZD,1.65
4/13/20,,NZD,1.64
4/14/20,,NZD,1.64
4/15/20,,NZD,1.67
4/16/20,,NZD,1.67
4/17/20,,NZD,1.66
4/18/20,,NZD,1.66
4/19/20,,NZD,1.66
4/20/20,,NZD,1.65
4/21/20,,NZD,1.68
4/22/20,,NZD,1.69
4/23/20,,NZD,1.67
4/24/20,,NZD,1.66
4/25/20,,NZD,1.66
4/26/20,,NZD,1.66
11/1/19,,GBP,0.77
11/4/19,,GBP,0.77
11/5/19,,GBP,0.78
11/6/19,,GBP,0.78
11/7/19,,GBP,0.78
11/8/19,,GBP,0.78
11/12/19,,GBP,0.78
11/13/19,,GBP,0.78
11/14/19,,GBP,0.78
11/15/19,,GBP,0.78
11/18/19,,GBP,0.77
11/19/19,,GBP,0.77
11/20/19,,GBP,0.77
11/21/19,,GBP,0.77
11/22/19,,GBP,0.78
11/25/19,,GBP,0.78
11/26/19,,GBP,0.78
11/27/19,,GBP,0.78
11/29/19,,GBP,0.77
12/2/19,,GBP,0.77
12/3/19,,GBP,0.77
12/4/19,,GBP,0.76
12/5/19,,GBP,0.76
12/6/19,,GBP,0.76
12/9/19,,GBP,0.76
12/10/19,,GBP,0.76
12/11/19,,GBP,0.76
12/12/19,,GBP,0.76
12/13/19,,GBP,0.75
12/16/19,,GBP,0.75
12/17/19,,GBP,0.76
12/18/19,,GBP,0.76
12/19/19,,GBP,0.77
12/20/19,,GBP,0.77
12/23/19,,GBP,0.77
12/24/19,,GBP,0.77
12/26/19,,GBP,0.77
12/27/19,,GBP,0.76
12/30/19,,GBP,0.76
12/31/19,,GBP,0.75
1/1/20,,GBP,0.75
1/2/20,,GBP,0.76
1/3/20,,GBP,0.76
1/4/20,,GBP,0.76
1/5/20,,GBP,0.76
1/6/20,,GBP,0.76
1/7/20,,GBP,0.76
1/8/20,,GBP,0.76
1/9/20,,GBP,0.77
1/10/20,,GBP,0.77
1/11/20,,GBP,0.77
1/12/20,,GBP,0.77
1/13/20,,GBP,0.77
1/14/20,,GBP,0.77
1/15/20,,GBP,0.77
1/16/20,,GBP,0.76
1/17/20,,GBP,0.77
1/18/20,,GBP,0.77
1/19/20,,GBP,0.77
1/20/20,,GBP,0.77
1/21/20,,GBP,0.77
1/22/20,,GBP,0.76
1/23/20,,GBP,0.76
1/24/20,,GBP,0.76
1/25/20,,GBP,0.76
1/26/20,,GBP,0.77
1/27/20,,GBP,0.77
1/28/20,,GBP,0.77
1/29/20,,GBP,0.77
1/30/20,,GBP,0.76
1/31/20,,GBP,0.76
2/1/20,,GBP,0.76
2/2/20,,GBP,0.76
2/3/20,,GBP,0.77
2/4/20,,GBP,0.77
2/5/20,,GBP,0.77
2/6/20,,GBP,0.77
2/7/20,,GBP,0.78
2/8/20,,GBP,0.78
2/9/20,,GBP,0.78
2/10/20,,GBP,0.77
2/11/20,,GBP,0.77
2/12/20,,GBP,0.77
2/13/20,,GBP,0.77
2/14/20,,GBP,0.77
2/15/20,,GBP,0.77
2/16/20,,GBP,0.77
2/17/20,,GBP,0.77
2/18/20,,GBP,0.77
2/19/20,,GBP,0.77
2/20/20,,GBP,0.78
2/21/20,,GBP,0.77
2/22/20,,GBP,0.77
2/23/20,,GBP,0.77
2/24/20,,GBP,0.77
2/25/20,,GBP,0.77
2/26/20,,GBP,0.77
2/27/20,,GBP,0.78
2/28/20,,GBP,0.78
2/29/20,,GBP,0.78
3/1/20,,GBP,0.78
3/2/20,,GBP,0.78
3/3/20,,GBP,0.78
3/4/20,,GBP,0.78
3/5/20,,GBP,0.77
3/6/20,,GBP,0.77
3/7/20,,GBP,0.77
3/8/20,,GBP,0.76
3/9/20,,GBP,0.76
3/10/20,,GBP,0.77
3/11/20,,GBP,0.78
3/12/20,,GBP,0.80
3/13/20,,GBP,0.82
3/14/20,,GBP,0.81
3/15/20,,GBP,0.81
3/16/20,,GBP,0.82
3/17/20,,GBP,0.83
3/18/20,,GBP,0.86
3/19/20,,GBP,0.87
3/20/20,,GBP,0.86
3/21/20,,GBP,0.86
3/22/20,,GBP,0.86
3/23/20,,GBP,0.86
3/24/20,,GBP,0.85
3/25/20,,GBP,0.84
3/26/20,,GBP,0.82
3/27/20,,GBP,0.80
3/28/20,,GBP,0.80
3/29/20,,GBP,0.80
3/30/20,,GBP,0.81
3/31/20,,GBP,0.81
4/1/20,,GBP,0.81
4/2/20,,GBP,0.81
4/3/20,,GBP,0.81
4/4/20,,GBP,0.81
4/5/20,,GBP,0.82
4/6/20,,GBP,0.82
4/7/20,,GBP,0.81
4/8/20,,GBP,0.81
4/9/20,,GBP,0.80
4/10/20,,GBP,0.80
4/11/20,,GBP,0.80
4/12/20,,GBP,0.80
4/13/20,,GBP,0.80
4/14/20,,GBP,0.79
4/15/20,,GBP,0.80
4/16/20,,GBP,0.80
4/17/20,,GBP,0.80
4/18/20,,GBP,0.80
4/19/20,,GBP,0.80
4/20/20,,GBP,0.80
4/21/20,,GBP,0.81
4/22/20,,GBP,0.81
4/23/20,,GBP,0.81
4/24/20,,GBP,0.81
4/25/20,,GBP,0.81
4/26/20,,GBP,0.81
11/1/19,,BRL,3.98
11/4/19,,BRL,4.00
11/5/19,,BRL,3.99
11/6/19,,BRL,4.06
11/7/19,,BRL,4.09
11/8/19,,BRL,4.15
11/12/19,,BRL,4.17
11/13/19,,BRL,4.18
11/14/19,,BRL,4.19
11/15/19,,BRL,4.20
11/18/19,,BRL,4.19
11/19/19,,BRL,4.20
11/20/19,,BRL,4.20
11/21/19,,BRL,4.22
11/22/19,,BRL,4.19
11/25/19,,BRL,4.22
11/26/19,,BRL,4.26
11/27/19,,BRL,4.26
11/29/19,,BRL,4.23
12/2/19,,BRL,4.22
12/3/19,,BRL,4.19
12/4/19,,BRL,4.19
12/5/19,,BRL,4.19
12/6/19,,BRL,4.17
12/9/19,,BRL,4.13
12/10/19,,BRL,4.14
12/11/19,,BRL,4.12
12/12/19,,BRL,4.10
12/13/19,,BRL,4.11
12/16/19,,BRL,4.07
12/17/19,,BRL,4.07
12/18/19,,BRL,4.06
12/19/19,,BRL,4.06
12/20/19,,BRL,4.09
12/23/19,,BRL,4.06
12/24/19,,BRL,4.08
12/26/19,,BRL,4.06
12/27/19,,BRL,4.05
12/30/19,,BRL,4.02
12/31/19,,BRL,4.02
1/1/20,,BRL,4.02
1/2/20,,BRL,4.02
1/3/20,,BRL,4.07
1/4/20,,BRL,4.07
1/5/20,,BRL,4.06
1/6/20,,BRL,4.06
1/7/20,,BRL,4.07
1/8/20,,BRL,4.06
1/9/20,,BRL,4.09
1/10/20,,BRL,4.10
1/11/20,,BRL,4.08
1/12/20,,BRL,4.09
1/13/20,,BRL,4.15
1/14/20,,BRL,4.13
1/15/20,,BRL,4.18
1/16/20,,BRL,4.19
1/17/20,,BRL,4.16
1/18/20,,BRL,4.16
1/19/20,,BRL,4.16
1/20/20,,BRL,4.19
1/21/20,,BRL,4.21
1/22/20,,BRL,4.18
1/23/20,,BRL,4.17
1/24/20,,BRL,4.18
1/25/20,,BRL,4.18
1/26/20,,BRL,4.18
1/27/20,,BRL,4.21
1/28/20,,BRL,4.19
1/29/20,,BRL,4.23
1/30/20,,BRL,4.24
1/31/20,,BRL,4.28
2/1/20,,BRL,4.28
2/2/20,,BRL,4.28
2/3/20,,BRL,4.25
2/4/20,,BRL,4.26
2/5/20,,BRL,4.24
2/6/20,,BRL,4.28
2/7/20,,BRL,4.32
2/8/20,,BRL,4.32
2/9/20,,BRL,4.32
2/10/20,,BRL,4.32
2/11/20,,BRL,4.33
2/12/20,,BRL,4.36
2/13/20,,BRL,4.35
2/14/20,,BRL,4.30
2/15/20,,BRL,4.30
2/16/20,,BRL,4.30
2/17/20,,BRL,4.33
2/18/20,,BRL,4.36
2/19/20,,BRL,4.37
2/20/20,,BRL,4.39
2/21/20,,BRL,4.39
2/22/20,,BRL,4.39
2/23/20,,BRL,4.39
2/24/20,,BRL,4.39
2/25/20,,BRL,4.39
2/26/20,,BRL,4.45
2/27/20,,BRL,4.49
2/28/20,,BRL,4.47
2/29/20,,BRL,4.47
3/1/20,,BRL,4.48
3/2/20,,BRL,4.47
3/3/20,,BRL,4.51
3/4/20,,BRL,4.58
3/5/20,,BRL,4.61
3/6/20,,BRL,4.63
3/7/20,,BRL,4.63
3/8/20,,BRL,4.63
3/9/20,,BRL,4.72
3/10/20,,BRL,4.64
3/11/20,,BRL,4.82
3/12/20,,BRL,4.79
3/13/20,,BRL,4.86
3/14/20,,BRL,4.86
3/15/20,,BRL,4.86
3/16/20,,BRL,5.00
3/17/20,,BRL,5.01
3/18/20,,BRL,5.11
3/19/20,,BRL,5.10
3/20/20,,BRL,5.06
3/21/20,,BRL,5.06
3/22/20,,BRL,5.05
3/23/20,,BRL,5.14
3/24/20,,BRL,5.10
3/25/20,,BRL,5.04
3/26/20,,BRL,5.02
3/27/20,,BRL,5.10
3/28/20,,BRL,5.10
3/29/20,,BRL,5.11
3/30/20,,BRL,5.19
3/31/20,,BRL,5.20
4/1/20,,BRL,5.25
4/2/20,,BRL,5.26
4/3/20,,BRL,5.35
4/4/20,,BRL,5.35
4/5/20,,BRL,5.35
4/6/20,,BRL,5.29
4/7/20,,BRL,5.22
4/8/20,,BRL,5.12
4/9/20,,BRL,5.11
4/10/20,,BRL,5.11
4/11/20,,BRL,5.11
4/12/20,,BRL,5.11
4/13/20,,BRL,5.20
4/14/20,,BRL,5.16
4/15/20,,BRL,5.24
4/16/20,,BRL,5.23
4/17/20,,BRL,5.23
4/18/20,,BRL,5.24
4/19/20,,BRL,5.23
4/20/20,,BRL,5.32
4/21/20,,BRL,5.32
4/22/20,,BRL,5.46
4/23/20,,BRL,5.53
4/24/20,,BRL,5.59
4/25/20,,BRL,5.59
4/26/20,,BRL,5.59
11/1/19,,CAD,1.31
11/4/19,,CAD,1.31
11/5/19,,CAD,1.32
11/6/19,,CAD,1.32
11/7/19,,CAD,1.32
11/8/19,,CAD,1.32
11/12/19,,CAD,1.32
11/13/19,,CAD,1.32
11/14/19,,CAD,1.33
11/15/19,,CAD,1.32
11/18/19,,CAD,1.32
11/19/19,,CAD,1.32
11/20/19,,CAD,1.33
11/21/19,,CAD,1.33
11/22/19,,CAD,1.33
11/25/19,,CAD,1.33
11/26/19,,CAD,1.33
11/27/19,,CAD,1.33
11/29/19,,CAD,1.33
12/2/19,,CAD,1.33
12/3/19,,CAD,1.33
12/4/19,,CAD,1.32
12/5/19,,CAD,1.32
12/6/19,,CAD,1.33
12/9/19,,CAD,1.32
12/10/19,,CAD,1.32
12/11/19,,CAD,1.32
12/12/19,,CAD,1.32
12/13/19,,CAD,1.32
12/16/19,,CAD,1.32
12/17/19,,CAD,1.32
12/18/19,,CAD,1.31
12/19/19,,CAD,1.31
12/20/19,,CAD,1.32
12/23/19,,CAD,1.32
12/24/19,,CAD,1.32
12/26/19,,CAD,1.31
12/27/19,,CAD,1.31
12/30/19,,CAD,1.31
12/31/19,,CAD,1.30
1/1/20,,CAD,1.30
1/2/20,,CAD,1.30
1/3/20,,CAD,1.30
1/4/20,,CAD,1.30
1/5/20,,CAD,1.30
1/6/20,,CAD,1.30
1/7/20,,CAD,1.30
1/8/20,,CAD,1.30
1/9/20,,CAD,1.31
1/10/20,,CAD,1.31
1/11/20,,CAD,1.31
1/12/20,,CAD,1.31
1/13/20,,CAD,1.31
1/14/20,,CAD,1.31
1/15/20,,CAD,1.30
1/16/20,,CAD,1.30
1/17/20,,CAD,1.31
1/18/20,,CAD,1.31
1/19/20,,CAD,1.31
1/20/20,,CAD,1.30
1/21/20,,CAD,1.31
1/22/20,,CAD,1.31
1/23/20,,CAD,1.31
1/24/20,,CAD,1.31
1/25/20,,CAD,1.31
1/26/20,,CAD,1.32
1/27/20,,CAD,1.32
1/28/20,,CAD,1.32
1/29/20,,CAD,1.32
1/30/20,,CAD,1.32
1/31/20,,CAD,1.32
2/1/20,,CAD,1.32
2/2/20,,CAD,1.32
2/3/20,,CAD,1.33
2/4/20,,CAD,1.33
2/5/20,,CAD,1.33
2/6/20,,CAD,1.33
2/7/20,,CAD,1.33
2/8/20,,CAD,1.33
2/9/20,,CAD,1.33
2/10/20,,CAD,1.33
2/11/20,,CAD,1.33
2/12/20,,CAD,1.33
2/13/20,,CAD,1.33
2/14/20,,CAD,1.33
2/15/20,,CAD,1.33
2/16/20,,CAD,1.32
2/17/20,,CAD,1.32
2/18/20,,CAD,1.33
2/19/20,,CAD,1.32
2/20/20,,CAD,1.33
2/21/20,,CAD,1.32
2/22/20,,CAD,1.32
2/23/20,,CAD,1.33
2/24/20,,CAD,1.33
2/25/20,,CAD,1.33
2/26/20,,CAD,1.33
2/27/20,,CAD,1.34
2/28/20,,CAD,1.34
2/29/20,,CAD,1.34
3/1/20,,CAD,1.34
3/2/20,,CAD,1.33
3/3/20,,CAD,1.34
3/4/20,,CAD,1.34
3/5/20,,CAD,1.34
3/6/20,,CAD,1.34
3/7/20,,CAD,1.34
3/8/20,,CAD,1.36
3/9/20,,CAD,1.37
3/10/20,,CAD,1.37
3/11/20,,CAD,1.38
3/12/20,,CAD,1.39
3/13/20,,CAD,1.38
3/14/20,,CAD,1.38
3/15/20,,CAD,1.38
3/16/20,,CAD,1.40
3/17/20,,CAD,1.42
3/18/20,,CAD,1.44
3/19/20,,CAD,1.45
3/20/20,,CAD,1.44
3/21/20,,CAD,1.44
3/22/20,,CAD,1.45
3/23/20,,CAD,1.45
3/24/20,,CAD,1.44
3/25/20,,CAD,1.42
3/26/20,,CAD,1.40
3/27/20,,CAD,1.40
3/28/20,,CAD,1.40
3/29/20,,CAD,1.40
3/30/20,,CAD,1.42
3/31/20,,CAD,1.41
4/1/20,,CAD,1.42
4/2/20,,CAD,1.41
4/3/20,,CAD,1.42
4/4/20,,CAD,1.42
4/5/20,,CAD,1.43
4/6/20,,CAD,1.41
4/7/20,,CAD,1.40
4/8/20,,CAD,1.40
4/9/20,,CAD,1.40
4/10/20,,CAD,1.40
4/11/20,,CAD,1.40
4/12/20,,CAD,1.40
4/13/20,,CAD,1.39
4/14/20,,CAD,1.39
4/15/20,,CAD,1.41
4/16/20,,CAD,1.40
4/17/20,,CAD,1.40
4/18/20,,CAD,1.40
4/19/20,,CAD,1.41
4/20/20,,CAD,1.41
4/21/20,,CAD,1.42
4/22/20,,CAD,1.42
4/23/20,,CAD,1.41
4/24/20,,CAD,1.41
4/25/20,,CAD,1.41
4/26/20,,CAD,1.41
11/1/19,,CNY,7.04
11/4/19,,CNY,7.03
11/5/19,,CNY,7.01
11/6/19,,CNY,7.00
11/7/19,,CNY,6.98
11/8/19,,CNY,7.00
11/12/19,,CNY,7.01
11/13/19,,CNY,7.02
11/14/19,,CNY,7.02
11/15/19,,CNY,7.01
11/18/19,,CNY,7.02
11/19/19,,CNY,7.03
11/20/19,,CNY,7.03
11/21/19,,CNY,7.03
11/22/19,,CNY,7.04
11/25/19,,CNY,7.03
11/26/19,,CNY,7.03
11/27/19,,CNY,7.03
11/29/19,,CNY,7.03
12/2/19,,CNY,7.04
12/3/19,,CNY,7.06
12/4/19,,CNY,7.05
12/5/19,,CNY,7.04
12/6/19,,CNY,7.03
12/9/19,,CNY,7.04
12/10/19,,CNY,7.03
12/11/19,,CNY,7.04
12/12/19,,CNY,6.99
12/13/19,,CNY,6.99
12/16/19,,CNY,6.99
12/17/19,,CNY,7.00
12/18/19,,CNY,7.00
12/19/19,,CNY,7.01
12/20/19,,CNY,7.01
12/23/19,,CNY,7.01
12/24/19,,CNY,7.01
12/26/19,,CNY,6.99
12/27/19,,CNY,7.00
12/30/19,,CNY,6.99
12/31/19,,CNY,6.96
1/1/20,,CNY,6.96
1/2/20,,CNY,6.96
1/3/20,,CNY,6.97
1/4/20,,CNY,6.97
1/5/20,,CNY,6.97
1/6/20,,CNY,6.98
1/7/20,,CNY,6.95
1/8/20,,CNY,6.95
1/9/20,,CNY,6.95
1/10/20,,CNY,6.92
1/11/20,,CNY,6.92
1/12/20,,CNY,6.92
1/13/20,,CNY,6.89
1/14/20,,CNY,6.90
1/15/20,,CNY,6.89
1/16/20,,CNY,6.88
1/17/20,,CNY,6.86
1/18/20,,CNY,6.86
1/19/20,,CNY,6.86
1/20/20,,CNY,6.87
1/21/20,,CNY,6.91
1/22/20,,CNY,6.91
1/23/20,,CNY,6.94
1/24/20,,CNY,6.94
1/25/20,,CNY,6.94
1/26/20,,CNY,6.94
1/27/20,,CNY,6.94
1/28/20,,CNY,6.94
1/29/20,,CNY,6.94
1/30/20,,CNY,6.94
1/31/20,,CNY,6.94
2/1/20,,CNY,6.94
2/2/20,,CNY,6.94
2/3/20,,CNY,7.02
2/4/20,,CNY,7.00
2/5/20,,CNY,6.97
2/6/20,,CNY,6.97
2/7/20,,CNY,7.00
2/8/20,,CNY,7.00
2/9/20,,CNY,7.00
2/10/20,,CNY,6.98
2/11/20,,CNY,6.97
2/12/20,,CNY,6.97
2/13/20,,CNY,6.98
2/14/20,,CNY,6.99
2/15/20,,CNY,6.99
2/16/20,,CNY,6.99
2/17/20,,CNY,6.98
2/18/20,,CNY,7.00
2/19/20,,CNY,7.00
2/20/20,,CNY,7.02
2/21/20,,CNY,7.03
2/22/20,,CNY,7.03
2/23/20,,CNY,7.03
2/24/20,,CNY,7.03
2/25/20,,CNY,7.04
2/26/20,,CNY,7.04
2/27/20,,CNY,7.00
2/28/20,,CNY,6.99
2/29/20,,CNY,6.99
3/1/20,,CNY,6.99
3/2/20,,CNY,7.00
3/3/20,,CNY,6.96
3/4/20,,CNY,6.97
3/5/20,,CNY,6.94
3/6/20,,CNY,6.93
3/7/20,,CNY,6.93
3/8/20,,CNY,6.93
3/9/20,,CNY,6.95
3/10/20,,CNY,6.96
3/11/20,,CNY,6.96
3/12/20,,CNY,7.03
3/13/20,,CNY,7.01
3/14/20,,CNY,7.01
3/15/20,,CNY,7.01
3/16/20,,CNY,6.99
3/17/20,,CNY,7.01
3/18/20,,CNY,7.05
3/19/20,,CNY,7.11
3/20/20,,CNY,7.10
3/21/20,,CNY,7.10
3/22/20,,CNY,7.10
3/23/20,,CNY,7.09
3/24/20,,CNY,7.06
3/25/20,,CNY,7.11
3/26/20,,CNY,7.07
3/27/20,,CNY,7.10
3/28/20,,CNY,7.10
3/29/20,,CNY,7.10
3/30/20,,CNY,7.10
3/31/20,,CNY,7.08
4/1/20,,CNY,7.10
4/2/20,,CNY,7.08
4/3/20,,CNY,7.09
4/4/20,,CNY,7.09
4/5/20,,CNY,7.09
4/6/20,,CNY,7.09
4/7/20,,CNY,7.05
4/8/20,,CNY,7.07
4/9/20,,CNY,7.04
4/10/20,,CNY,7.04
4/11/20,,CNY,7.04
4/12/20,,CNY,7.04
4/13/20,,CNY,7.05
4/14/20,,CNY,7.05
4/15/20,,CNY,7.07
4/16/20,,CNY,7.08
