"","country","date","cases","new_cases","deaths","new_deaths","recovered","new_recovered","active_cases","per100k","newper100k","activeper100k"
"2309","Finland",2020-03-07,15,0,0,0,1,0,14,0.3,0,0.3
"2385","France",2020-03-07,959,303,11,2,12,0,936,1.5,0.5,1.4
"2440","Georgia",2020-03-07,4,0,0,0,0,0,4,0.1,0,0.1
"2517","Germany",2020-03-07,799,129,0,0,18,1,781,1,0.2,0.9
"2593","Greece",2020-03-07,46,1,0,0,0,0,46,0.4,0,0.4
"2815","Holy See (Vatican City)",2020-03-07,1,0,0,0,0,0,1,100,0,100
"2911","Hong Kong",2020-03-07,108,1,2,0,51,5,55,1.4,0,0.7
"2961","Hungary",2020-03-07,4,2,0,0,0,0,4,0,0,0
"3020","Iceland",2020-03-07,50,7,0,0,0,0,50,14.7,2.1,14.7
"3077","India",2020-03-07,34,3,0,0,3,0,31,0,0,0
"3131","Indonesia",2020-03-07,4,0,0,0,0,0,4,0,0,0
"3180","Iran (Islamic Republic of)",2020-03-07,5823,1076,145,21,1669,756,4009,6.9,1.3,4.8
"3224","Iraq",2020-03-07,54,14,4,1,0,0,50,0.1,0,0.1
"3312","Ireland",2020-03-07,18,0,0,0,0,0,18,0.4,0,0.4
"3361","Israel",2020-03-07,43,6,0,0,2,0,41,0.5,0.1,0.5
"3424","Italy",2020-03-07,5883,1247,233,36,589,66,5061,9.7,2.1,8.4
"3483","Japan",2020-03-07,461,41,6,0,76,30,379,0.4,0,0.3
"3593","Jordan",2020-03-07,1,0,0,0,0,0,1,0,0,0
"3686","Kuwait",2020-03-07,61,3,0,0,0,0,61,1.4,0.1,1.4
"3812","Latvia",2020-03-07,1,0,0,0,0,0,1,0.1,0,0.1
"3849","Lebanon",2020-03-07,22,0,0,0,1,0,21,0.3,0,0.3
"3937","Liechtenstein",2020-03-07,1,0,0,0,0,0,1,2.6,0,2.6
"4005","Lithuania",2020-03-07,1,0,0,0,0,0,1,0,0,0
"4027","Luxembourg",2020-03-07,2,0,0,0,0,0,2,0.3,0,0.3
"4122","Macao",2020-03-07,10,0,0,0,10,0,0,1.5,0,0
"4220","Mainland China",2020-03-07,80652,79,3070,28,55478,1590,22104,5.6,0,1.5
"4300","Malaysia",2020-03-07,93,10,0,0,23,1,70,0.3,0,0.2
"4415","Malta",2020-03-07,3,3,0,0,0,0,3,0.7,0.7,0.7
"4508","Mexico",2020-03-07,6,0,0,0,1,0,5,0,0,0
"4619","Monaco",2020-03-07,1,0,0,0,0,0,1,2.6,0,2.6
"4689","Morocco",2020-03-07,2,0,0,0,0,0,2,0,0,0
"4806","Nepal",2020-03-07,1,0,0,0,1,0,0,0,0,0
"4921","Netherlands",2020-03-07,188,60,1,0,0,0,187,1.1,0.4,1.1
"4964","New Zealand",2020-03-07,5,1,0,0,0,0,5,0.1,0,0.1
"5062","Nigeria",2020-03-07,1,0,0,0,0,0,1,0,0,0
"5105","North Macedonia",2020-03-07,3,0,0,0,0,0,3,0.1,0,0.1
"5129","Norway",2020-03-07,147,39,0,0,0,0,147,2.7,0.7,2.7
"5171","Oman",2020-03-07,16,0,0,0,2,0,14,0.3,0,0.3
"5234","Pakistan",2020-03-07,6,0,0,0,0,0,6,0,0,0
"5394","Peru",2020-03-07,1,0,0,0,0,0,1,0,0,0
"5442","Philippines",2020-03-07,6,1,1,0,1,0,4,0,0,0
"5498","Poland",2020-03-07,5,0,0,0,0,0,5,0,0,0
"5528","Portugal",2020-03-07,20,7,0,0,0,0,20,0.2,0.1,0.2
"5579","Qatar",2020-03-07,8,0,0,0,0,0,8,0.3,0,0.3
"5670","Republic of Korea",2020-03-07,7041,448,44,2,135,0,6862,13.7,0.9,13.4
"5747","Romania",2020-03-07,9,0,0,0,3,2,6,0,0,0
"5769","Russia",2020-03-07,13,0,0,0,2,0,11,0,0,0
"5957","San Marino",2020-03-07,23,2,1,0,0,0,22,67.6,5.9,64.7
"6027","Saudi Arabia",2020-03-07,5,0,0,0,0,0,5,0,0,0
"6055","Senegal",2020-03-07,4,0,0,0,0,0,4,0,0,0
"6116","Serbia",2020-03-07,1,0,0,0,0,0,1,0,0,0
"6200","Singapore",2020-03-07,138,8,0,0,78,0,60,2.4,0.1,1
"6269","Slovakia",2020-03-07,1,0,0,0,0,0,1,0,0,0
"6310","Slovenia",2020-03-07,7,0,0,0,0,0,7,0.3,0,0.3
"6402","South Africa",2020-03-07,1,0,0,0,0,0,1,0,0,0
"6458","Spain",2020-03-07,500,100,10,5,30,28,460,1.1,0.2,1
"6557","Sri Lanka",2020-03-07,1,0,0,0,1,0,0,0,0,0
"6675","Sweden",2020-03-07,161,60,0,0,0,0,161,1.6,0.6,1.6
"6723","Switzerland",2020-03-07,268,54,1,0,3,0,264,3.1,0.6,3.1
"6838","Taiwan",2020-03-07,45,0,1,0,12,0,32,0.2,0,0.1
"6966","Thailand",2020-03-07,50,2,1,0,31,0,18,0.1,0,0
"7062","Togo",2020-03-07,1,0,0,0,0,0,1,0,0,0
"7140","Tunisia",2020-03-07,1,0,0,0,0,0,1,0,0,0
"7266","UK",2020-03-07,207,43,2,0,18,10,187,0.3,0.1,0.3
"7318","Ukraine",2020-03-07,1,0,0,0,0,0,1,0,0,0
"7382","United Arab Emirates",2020-03-07,45,16,0,0,7,2,38,0.5,0.2,0.4
"7443","USA",2020-03-07,402,140,17,3,7,0,378,0.1,0,0.1
"7612","Vietnam",2020-03-07,18,2,0,0,16,0,2,0,0,0
"7674","West Bank and Gaza",2020-03-07,16,9,0,0,0,0,16,0.3,0.2,0.3
"32","Afghanistan",2020-03-08,4,3,0,0,0,0,4,0,0,0
"91","Algeria",2020-03-08,19,2,0,0,0,0,19,0,0,0
"138","Andorra",2020-03-08,1,0,0,0,0,0,1,1.3,0,1.3
"266","Argentina",2020-03-08,12,4,1,1,0,0,11,0,0,0
"315","Armenia",2020-03-08,1,0,0,0,0,0,1,0,0,0
"393","Australia",2020-03-08,76,13,3,1,21,0,52,0.3,0.1,0.2
"429","Austria",2020-03-08,104,25,0,0,0,0,104,1.2,0.3,1.2
"492","Azerbaijan",2020-03-08,9,0,0,0,0,0,9,0.1,0,0.1
"543","Bahrain",2020-03-08,85,0,0,0,4,0,81,5,0,4.8
"567","Bangladesh",2020-03-08,3,3,0,0,0,0,3,0,0,0
"651","Belarus",2020-03-08,6,0,0,0,0,0,6,0.1,0,0.1
"688","Belgium",2020-03-08,200,31,0,0,1,0,199,1.7,0.3,1.7
"812","Bhutan",2020-03-08,1,0,0,0,0,0,1,0.1,0,0.1
"867","Bosnia and Herzegovina",2020-03-08,3,0,0,0,0,0,3,0.1,0,0.1
"929","Brazil",2020-03-08,20,7,0,0,0,0,20,0,0,0
"993","Bulgaria",2020-03-08,4,4,0,0,0,0,4,0.1,0.1,0.1
"1157","Cambodia",2020-03-08,2,1,0,0,1,0,1,0,0,0
"1186","Cameroon",2020-03-08,2,1,0,0,0,0,2,0,0,0
"1227","Canada",2020-03-08,64,10,0,0,8,0,56,0.2,0,0.1
"1376","Chile",2020-03-08,8,4,0,0,0,0,8,0,0,0
"1445","Colombia",2020-03-08,1,0,0,0,0,0,1,0,0,0
"1477","Costa Rica",2020-03-08,5,4,0,0,0,0,5,0.1,0.1,0.1
"1552","Croatia",2020-03-08,12,0,0,0,0,0,12,0.3,0,0.3
"1668","Czech Republic",2020-03-08,31,12,0,0,0,0,31,0.3,0.1,0.3
"1733","Denmark",2020-03-08,37,13,0,0,1,0,36,0.6,0.2,0.6
"1815","Diamond Princess Cruise Ship",2020-03-08,706,0,6,0,40,0,660,NA,NA,NA
"1913","Dominican Republic",2020-03-08,5,3,0,0,0,0,5,0,0,0
"1951","Ecuador",2020-03-08,14,1,0,0,0,0,14,0.1,0,0.1
"2003","Egypt",2020-03-08,49,34,1,1,1,0,47,0,0,0
"2138","Estonia",2020-03-08,10,0,0,0,0,0,10,0.8,0,0.8
"2314","Finland",2020-03-08,23,8,0,0,1,0,22,0.4,0.1,0.4
"2349","France",2020-03-08,1136,177,19,8,12,0,1105,1.7,0.3,1.7
"2461","Georgia",2020-03-08,13,9,0,0,0,0,13,0.3,0.2,0.3
"2524","Germany",2020-03-08,1040,241,0,0,18,0,1022,1.2,0.3,1.2
"2607","Greece",2020-03-08,73,27,0,0,0,0,73,0.7,0.3,0.7
"2824","Holy See (Vatican City)",2020-03-08,1,0,0,0,0,0,1,100,0,100
"2923","Hong Kong",2020-03-08,114,6,3,1,58,7,53,1.5,0.1,0.7
"2995","Hungary",2020-03-08,7,3,0,0,0,0,7,0.1,0,0.1
"3017","Iceland",2020-03-08,50,0,0,0,0,0,50,14.7,0,14.7
"3047","India",2020-03-08,39,5,0,0,3,0,36,0,0,0
"3143","Indonesia",2020-03-08,6,2,0,0,0,0,6,0,0,0
"3183","Iran (Islamic Republic of)",2020-03-08,6566,743,194,49,2134,465,4238,7.8,0.9,5
"3238","Iraq",2020-03-08,60,6,6,2,0,0,54,0.1,0,0.1
"3277","Ireland",2020-03-08,19,1,0,0,0,0,19,0.4,0,0.4
"3359","Israel",2020-03-08,61,18,0,0,2,0,59,0.7,0.2,0.7
"3411","Italy",2020-03-08,7375,1492,366,133,622,33,6387,12.2,2.5,10.6
"3523","Japan",2020-03-08,502,41,6,0,76,0,420,0.4,0,0.3
"3560","Jordan",2020-03-08,1,0,0,0,0,0,1,0,0,0
"3707","Kuwait",2020-03-08,64,3,0,0,1,1,63,1.5,0.1,1.5
"3788","Latvia",2020-03-08,2,1,0,0,0,0,2,0.1,0.1,0.1
"3855","Lebanon",2020-03-08,32,10,0,0,1,0,31,0.5,0.1,0.5
"3967","Liechtenstein",2020-03-08,1,0,0,0,0,0,1,2.6,0,2.6
"3981","Lithuania",2020-03-08,1,0,0,0,0,0,1,0,0,0
"4030","Luxembourg",2020-03-08,3,1,0,0,0,0,3,0.5,0.2,0.5
"4086","Macao",2020-03-08,10,0,0,0,10,0,0,1.5,0,0
"4196","Mainland China",2020-03-08,80699,47,3097,27,57320,1842,20282,5.6,0,1.4
"4334","Malaysia",2020-03-08,99,6,0,0,24,1,75,0.3,0,0.2
"4342","Maldives",2020-03-08,4,4,0,0,0,0,4,0.7,0.7,0.7
"4399","Malta",2020-03-08,3,0,0,0,0,0,3,0.7,0,0.7
"4532","Mexico",2020-03-08,7,1,0,0,1,0,6,0,0,0
"4575","Moldova, Republic of",2020-03-08,1,1,0,0,0,0,1,0,0,0
"4590","Monaco",2020-03-08,1,0,0,0,0,0,1,2.6,0,2.6
"4707","Morocco",2020-03-08,2,0,0,0,0,0,2,0,0,0
"4833","Nepal",2020-03-08,1,0,0,0,1,0,0,0,0,0
"4922","Netherlands",2020-03-08,265,77,3,2,0,0,262,1.5,0.4,1.5
"4956","New Zealand",2020-03-08,5,0,0,0,0,0,5,0.1,0,0.1
"5033","Nigeria",2020-03-08,1,0,0,0,0,0,1,0,0,0
"5075","North Macedonia",2020-03-08,3,0,0,0,0,0,3,0.1,0,0.1
"5153","Norway",2020-03-08,176,29,0,0,0,0,176,3.2,0.5,3.2
"5169","Oman",2020-03-08,16,0,0,0,2,0,14,0.3,0,0.3
"5255","Pakistan",2020-03-08,6,0,0,0,1,1,5,0,0,0
"5341","Paraguay",2020-03-08,1,1,0,0,0,0,1,0,0,0
"5392","Peru",2020-03-08,6,5,0,0,0,0,6,0,0,0
"5414","Philippines",2020-03-08,10,4,1,0,1,0,8,0,0,0
"5486","Poland",2020-03-08,11,6,0,0,0,0,11,0,0,0
"5524","Portugal",2020-03-08,30,10,0,0,0,0,30,0.3,0.1,0.3
"5602","Qatar",2020-03-08,15,7,0,0,0,0,15,0.5,0.2,0.5
"5626","Republic of Korea",2020-03-08,7314,273,50,6,118,0,7146,14.3,0.5,13.9
"5736","Romania",2020-03-08,15,6,0,0,3,0,12,0.1,0,0.1
"5788","Russia",2020-03-08,17,4,0,0,3,1,14,0,0,0
"5988","San Marino",2020-03-08,36,13,1,0,0,0,35,105.9,38.2,102.9
"6029","Saudi Arabia",2020-03-08,11,6,0,0,0,0,11,0,0,0
"6066","Senegal",2020-03-08,4,0,0,0,1,1,3,0,0,0
"6130","Serbia",2020-03-08,1,0,0,0,0,0,1,0,0,0
"6204","Singapore",2020-03-08,150,12,0,0,78,0,72,2.6,0.2,1.2
"6260","Slovakia",2020-03-08,3,2,0,0,0,0,3,0.1,0,0.1
"6326","Slovenia",2020-03-08,16,9,0,0,0,0,16,0.8,0.4,0.8
"6368","South Africa",2020-03-08,3,2,0,0,0,0,3,0,0,0
"6438","Spain",2020-03-08,673,173,17,7,30,0,626,1.4,0.4,1.3
"6499","Sri Lanka",2020-03-08,1,0,0,0,1,0,0,0,0,0
"6645","Sweden",2020-03-08,203,42,0,0,0,0,203,2,0.4,2
"6709","Switzerland",2020-03-08,337,69,2,1,3,0,332,3.9,0.8,3.8
"6777","Taiwan",2020-03-08,45,0,1,0,13,1,31,0.2,0,0.1
"6930","Thailand",2020-03-08,50,0,1,0,31,0,18,0.1,0,0
"7079","Togo",2020-03-08,1,0,0,0,0,0,1,0,0,0
"7132","Tunisia",2020-03-08,2,1,0,0,0,0,2,0,0,0
"7292","UK",2020-03-08,274,67,3,1,18,0,253,0.4,0.1,0.4
"7327","Ukraine",2020-03-08,1,0,0,0,0,0,1,0,0,0
"7375","United Arab Emirates",2020-03-08,45,0,0,0,7,0,38,0.5,0,0.4
"7515","USA",2020-03-08,518,116,21,4,7,0,490,0.2,0,0.1
"7611","Vietnam",2020-03-08,30,12,0,0,16,0,14,0,0,0
"7694","West Bank and Gaza",2020-03-08,16,0,0,0,0,0,16,0.3,0,0.3
"23","Afghanistan",2020-03-09,4,0,0,0,0,0,4,0,0,0
"53","Albania",2020-03-09,2,2,0,0,0,0,2,0.1,0.1,0.1
"123","Algeria",2020-03-09,20,1,0,0,0,0,20,0,0,0
"159","Andorra",2020-03-09,1,0,0,0,0,0,1,1.3,0,1.3
"274","Argentina",2020-03-09,12,0,1,0,0,0,11,0,0,0
"313","Armenia",2020-03-09,1,0,0,0,0,0,1,0,0,0
"348","Australia",2020-03-09,91,15,3,0,21,0,67,0.4,0.1,0.3
"423","Austria",2020-03-09,131,27,0,0,2,2,129,1.5,0.3,1.4
"493","Azerbaijan",2020-03-09,9,0,0,0,0,0,9,0.1,0,0.1
"507","Bahrain",2020-03-09,95,10,0,0,14,10,81,5.6,0.6,4.8
"572","Bangladesh",2020-03-09,3,0,0,0,0,0,3,0,0,0
"630","Belarus",2020-03-09,6,0,0,0,1,1,5,0.1,0,0.1
"719","Belgium",2020-03-09,239,39,0,0,1,0,238,2.1,0.3,2.1
"792","Bhutan",2020-03-09,1,0,0,0,0,0,1,0.1,0,0.1
"888","Bosnia and Herzegovina",2020-03-09,3,0,0,0,0,0,3,0.1,0,0.1
"922","Brazil",2020-03-09,25,5,0,0,0,0,25,0,0,0
"979","Brunei",2020-03-09,1,1,0,0,0,0,1,0.2,0.2,0.2
"1003","Bulgaria",2020-03-09,4,0,0,0,0,0,4,0.1,0,0.1
"1117","Cambodia",2020-03-09,2,0,0,0,1,0,1,0,0,0
"1173","Cameroon",2020-03-09,2,0,0,0,0,0,2,0,0,0
"1210","Canada",2020-03-09,77,13,1,1,8,0,68,0.2,0,0.2
"1409","Chile",2020-03-09,8,0,0,0,0,0,8,0,0,0
"1423","Colombia",2020-03-09,1,0,0,0,0,0,1,0,0,0
"1469","Costa Rica",2020-03-09,9,4,0,0,0,0,9,0.2,0.1,0.2
"1555","Croatia",2020-03-09,12,0,0,0,0,0,12,0.3,0,0.3
"1607","Cyprus",2020-03-09,2,2,0,0,0,0,2,0.2,0.2,0.2
"1648","Czech Republic",2020-03-09,31,0,0,0,0,0,31,0.3,0,0.3
"1722","Denmark",2020-03-09,92,55,0,0,1,0,91,1.6,0.9,1.6
"1795","Diamond Princess Cruise Ship",2020-03-09,706,0,6,0,40,0,660,NA,NA,NA
"1895","Dominican Republic",2020-03-09,5,0,0,0,0,0,5,0,0,0
"1948","Ecuador",2020-03-09,15,1,0,0,0,0,15,0.1,0,0.1
"1980","Egypt",2020-03-09,55,6,1,0,1,0,53,0.1,0,0.1
"2139","Estonia",2020-03-09,10,0,0,0,0,0,10,0.8,0,0.8
"2292","Finland",2020-03-09,30,7,0,0,1,0,29,0.5,0.1,0.5
"2389","France",2020-03-09,1219,83,19,0,12,0,1188,1.9,0.1,1.8
"2473","Georgia",2020-03-09,15,2,0,0,0,0,15,0.4,0.1,0.4
"2543","Germany",2020-03-09,1176,136,2,2,18,0,1156,1.4,0.2,1.4
"2597","Greece",2020-03-09,73,0,0,0,0,0,73,0.7,0,0.7
"2827","Holy See (Vatican City)",2020-03-09,1,0,0,0,0,0,1,100,0,100
"2902","Hong Kong",2020-03-09,115,1,3,0,59,1,53,1.5,0,0.7
"2983","Hungary",2020-03-09,9,2,0,0,0,0,9,0.1,0,0.1
"3018","Iceland",2020-03-09,58,8,0,0,0,0,58,17,2.3,17
"3118","India",2020-03-09,43,4,0,0,3,0,40,0,0,0
"3136","Indonesia",2020-03-09,19,13,0,0,0,0,19,0,0,0
"3209","Iran (Islamic Republic of)",2020-03-09,7161,595,237,43,2394,260,4530,8.5,0.7,5.4
"3223","Iraq",2020-03-09,60,0,6,0,3,3,51,0.1,0,0.1
"3301","Ireland",2020-03-09,21,2,0,0,0,0,21,0.4,0,0.4
"3322","Israel",2020-03-09,61,0,0,0,2,0,59,0.7,0,0.7
"3440","Italy",2020-03-09,9172,1797,463,97,724,102,7985,15.2,3,13.2
"3476","Japan",2020-03-09,511,9,10,4,76,0,425,0.4,0,0.3
"3585","Jordan",2020-03-09,1,0,0,0,0,0,1,0,0,0
"3697","Kuwait",2020-03-09,64,0,0,0,1,0,63,1.5,0,1.5
"3792","Latvia",2020-03-09,6,4,0,0,0,0,6,0.3,0.2,0.3
"3834","Lebanon",2020-03-09,32,0,0,0,1,0,31,0.5,0,0.5
"3947","Liechtenstein",2020-03-09,1,0,0,0,0,0,1,2.6,0,2.6
"3997","Lithuania",2020-03-09,1,0,0,0,0,0,1,0,0,0
"4039","Luxembourg",2020-03-09,3,0,0,0,0,0,3,0.5,0,0.5
"4092","Macao",2020-03-09,10,0,0,0,10,0,0,1.5,0,0
"4176","Mainland China",2020-03-09,80735,36,3120,23,58735,1415,18880,5.6,0,1.3
"4314","Malaysia",2020-03-09,117,18,0,0,24,0,93,0.4,0.1,0.3
"4345","Maldives",2020-03-09,4,0,0,0,0,0,4,0.7,0,0.7
"4412","Malta",2020-03-09,3,0,0,0,0,0,3,0.7,0,0.7
"4528","Mexico",2020-03-09,7,0,0,0,1,0,6,0,0,0
"4562","Moldova, Republic of",2020-03-09,1,0,0,0,0,0,1,0,0,0
"4581","Monaco",2020-03-09,1,0,0,0,0,0,1,2.6,0,2.6
"4714","Morocco",2020-03-09,2,0,0,0,0,0,2,0,0,0
"4852","Nepal",2020-03-09,1,0,0,0,1,0,0,0,0,0
"4911","Netherlands",2020-03-09,321,56,3,0,0,0,318,1.9,0.3,1.9
"4934","New Zealand",2020-03-09,5,0,0,0,0,0,5,0.1,0,0.1
"5047","Nigeria",2020-03-09,2,1,0,0,0,0,2,0,0,0
"5108","North Macedonia",2020-03-09,3,0,0,0,0,0,3,0.1,0,0.1
"5133","Norway",2020-03-09,205,29,0,0,1,1,204,3.8,0.5,3.8
"5176","Oman",2020-03-09,16,0,0,0,2,0,14,0.3,0,0.3
"5217","Pakistan",2020-03-09,6,0,0,0,1,0,5,0,0,0
"5329","Paraguay",2020-03-09,1,0,0,0,0,0,1,0,0,0
"5372","Peru",2020-03-09,7,1,0,0,0,0,7,0,0,0
"5456","Philippines",2020-03-09,20,10,1,0,1,0,18,0,0,0
"5481","Poland",2020-03-09,16,5,0,0,0,0,16,0,0,0
"5533","Portugal",2020-03-09,30,0,0,0,0,0,30,0.3,0,0.3
"5578","Qatar",2020-03-09,18,3,0,0,0,0,18,0.6,0.1,0.6
"5660","Republic of Korea",2020-03-09,7478,164,53,3,118,0,7307,14.6,0.3,14.3
"5744","Romania",2020-03-09,15,0,0,0,3,0,12,0.1,0,0.1
"5827","Russia",2020-03-09,17,0,0,0,3,0,14,0,0,0
"5996","San Marino",2020-03-09,36,0,1,0,0,0,35,105.9,0,102.9
"6025","Saudi Arabia",2020-03-09,15,4,0,0,0,0,15,0,0,0
"6073","Senegal",2020-03-09,4,0,0,0,1,0,3,0,0,0
"6104","Serbia",2020-03-09,1,0,0,0,0,0,1,0,0,0
"6212","Singapore",2020-03-09,150,0,0,0,78,0,72,2.6,0,1.2
"6292","Slovakia",2020-03-09,3,0,0,0,0,0,3,0.1,0,0.1
"6304","Slovenia",2020-03-09,16,0,0,0,0,0,16,0.8,0,0.8
"6376","South Africa",2020-03-09,3,0,0,0,0,0,3,0,0,0
"6474","Spain",2020-03-09,1073,400,28,11,32,2,1013,2.3,0.9,2.2
"6506","Sri Lanka",2020-03-09,1,0,0,0,1,0,0,0,0,0
"6677","Sweden",2020-03-09,248,45,0,0,1,1,247,2.5,0.4,2.4
"6715","Switzerland",2020-03-09,374,37,2,0,3,0,369,4.3,0.4,4.3
"6851","Taiwan",2020-03-09,45,0,1,0,15,2,29,0.2,0,0.1
"6949","Thailand",2020-03-09,50,0,1,0,31,0,18,0.1,0,0
"7061","Togo",2020-03-09,1,0,0,0,0,0,1,0,0,0
"7154","Tunisia",2020-03-09,2,0,0,0,0,0,2,0,0,0
"7279","UK",2020-03-09,322,48,4,1,18,0,300,0.5,0.1,0.4
"7324","Ukraine",2020-03-09,1,0,0,0,0,0,1,0,0,0
"7402","United Arab Emirates",2020-03-09,45,0,0,0,7,0,38,0.5,0,0.4
"7487","USA",2020-03-09,583,65,22,1,7,0,554,0.2,0,0.2
"7646","Vietnam",2020-03-09,30,0,0,0,16,0,14,0,0,0
"7678","West Bank and Gaza",2020-03-09,19,3,0,0,0,0,19,0.4,0.1,0.4
"43","Afghanistan",2020-03-10,5,1,0,0,0,0,5,0,0,0
"80","Albania",2020-03-10,10,8,0,0,0,0,10,0.3,0.3,0.3
"104","Algeria",2020-03-10,20,0,0,0,0,0,20,0,0,0
"167","Andorra",2020-03-10,1,0,0,0,0,0,1,1.3,0,1.3
"250","Argentina",2020-03-10,17,5,1,0,0,0,16,0,0,0
"294","Armenia",2020-03-10,1,0,0,0,0,0,1,0,0,0
"361","Australia",2020-03-10,107,16,3,0,21,0,83,0.4,0.1,0.3
"430","Austria",2020-03-10,182,51,0,0,4,2,178,2,0.6,2
"467","Azerbaijan",2020-03-10,11,2,0,0,0,0,11,0.1,0,0.1
"508","Bahrain",2020-03-10,110,15,0,0,22,8,88,6.5,0.9,5.2
"550","Bangladesh",2020-03-10,3,0,0,0,0,0,3,0,0,0
"623","Belarus",2020-03-10,9,3,0,0,3,2,6,0.1,0,0.1
"674","Belgium",2020-03-10,267,28,0,0,1,0,266,2.3,0.2,2.3
"810","Bhutan",2020-03-10,1,0,0,0,0,0,1,0.1,0,0.1
"868","Bosnia and Herzegovina",2020-03-10,5,2,0,0,0,0,5,0.2,0.1,0.2
"906","Brazil",2020-03-10,31,6,0,0,0,0,31,0,0,0
"984","Brunei",2020-03-10,1,0,0,0,0,0,1,0.2,0,0.2
"988","Bulgaria",2020-03-10,4,0,0,0,0,0,4,0.1,0,0.1
"1045","Burkina Faso",2020-03-10,1,1,0,0,0,0,1,0,0,0
"1127","Cambodia",2020-03-10,2,0,0,0,1,0,1,0,0,0
"1206","Cameroon",2020-03-10,2,0,0,0,0,0,2,0,0,0
"1255","Canada",2020-03-10,79,2,1,0,8,0,70,0.2,0,0.2
"1406","Chile",2020-03-10,13,5,0,0,0,0,13,0.1,0,0.1
"1411","Colombia",2020-03-10,3,2,0,0,0,0,3,0,0,0
"1471","Costa Rica",2020-03-10,9,0,0,0,0,0,9,0.2,0,0.2
"1557","Croatia",2020-03-10,14,2,0,0,0,0,14,0.3,0,0.3
"1617","Cyprus",2020-03-10,3,1,0,0,0,0,3,0.2,0.1,0.2
"1645","Czech Republic",2020-03-10,41,10,0,0,0,0,41,0.4,0.1,0.4
"1750","Denmark",2020-03-10,264,172,0,0,1,0,263,4.6,3,4.5
"1831","Diamond Princess Cruise Ship",2020-03-10,706,0,6,0,40,0,660,NA,NA,NA
"1923","Dominican Republic",2020-03-10,5,0,0,0,0,0,5,0,0,0
"1935","Ecuador",2020-03-10,15,0,0,0,0,0,15,0.1,0,0.1
"1971","Egypt",2020-03-10,59,4,1,0,1,0,57,0.1,0,0.1
"2152","Estonia",2020-03-10,12,2,0,0,0,0,12,0.9,0.2,0.9
"2296","Finland",2020-03-10,40,10,0,0,1,0,39,0.7,0.2,0.7
"2365","France",2020-03-10,1794,575,33,14,12,0,1749,2.7,0.9,2.7
"2464","Georgia",2020-03-10,15,0,0,0,0,0,15,0.4,0,0.4
"2499","Germany",2020-03-10,1457,281,2,0,18,0,1437,1.7,0.3,1.7
"2634","Greece",2020-03-10,89,16,0,0,0,0,89,0.9,0.2,0.9
"2833","Holy See (Vatican City)",2020-03-10,1,0,0,0,0,0,1,100,0,100
"2939","Hong Kong",2020-03-10,120,5,3,0,65,6,52,1.6,0.1,0.7
"2973","Hungary",2020-03-10,9,0,0,0,0,0,9,0.1,0,0.1
"3025","Iceland",2020-03-10,69,11,0,0,1,1,68,20.2,3.2,19.9
"3064","India",2020-03-10,56,13,0,0,4,1,52,0,0,0
"3151","Indonesia",2020-03-10,27,8,0,0,2,2,25,0,0,0
"3191","Iran (Islamic Republic of)",2020-03-10,8042,881,291,54,2731,337,5020,9.6,1,6
"3245","Iraq",2020-03-10,71,11,7,1,3,0,61,0.2,0,0.2
"3275","Ireland",2020-03-10,34,13,0,0,0,0,34,0.7,0.3,0.7
"3340","Israel",2020-03-10,75,14,0,0,4,2,71,0.9,0.2,0.8
"3394","Italy",2020-03-10,10149,977,631,168,724,0,8794,16.8,1.6,14.5
"3494","Japan",2020-03-10,581,70,10,0,101,25,470,0.5,0.1,0.4
"3596","Jordan",2020-03-10,1,0,0,0,0,0,1,0,0,0
"3690","Kuwait",2020-03-10,69,5,0,0,1,0,68,1.6,0.1,1.6
"3819","Latvia",2020-03-10,8,2,0,0,1,1,7,0.4,0.1,0.4
"3833","Lebanon",2020-03-10,41,9,1,1,1,0,39,0.6,0.1,0.6
"3929","Liechtenstein",2020-03-10,1,0,0,0,0,0,1,2.6,0,2.6
"3995","Lithuania",2020-03-10,1,0,0,0,0,0,1,0,0,0
"4049","Luxembourg",2020-03-10,5,2,0,0,0,0,5,0.8,0.3,0.8
"4099","Macao",2020-03-10,10,0,0,0,10,0,0,1.5,0,0
"4215","Mainland China",2020-03-10,80757,22,3136,16,60106,1371,17515,5.6,0,1.2
"4324","Malaysia",2020-03-10,129,12,0,0,24,0,105,0.4,0,0.3
"4372","Maldives",2020-03-10,6,2,0,0,0,0,6,1.1,0.4,1.1
"4402","Malta",2020-03-10,5,2,0,0,0,0,5,1.1,0.5,1.1
"4498","Mexico",2020-03-10,7,0,0,0,4,3,3,0,0,0
"4551","Moldova, Republic of",2020-03-10,3,2,0,0,0,0,3,0.1,0,0.1
"4597","Monaco",2020-03-10,1,0,0,0,0,0,1,2.6,0,2.6
"4633","Mongolia",2020-03-10,1,1,0,0,0,0,1,0,0,0
"4686","Morocco",2020-03-10,3,1,1,1,0,0,2,0,0,0
"4860","Nepal",2020-03-10,1,0,0,0,1,0,0,0,0,0
"4926","Netherlands",2020-03-10,382,61,4,1,0,0,378,2.2,0.4,2.2
"4961","New Zealand",2020-03-10,5,0,0,0,0,0,5,0.1,0,0.1
"5038","Nigeria",2020-03-10,2,0,0,0,0,0,2,0,0,0
"5070","North Macedonia",2020-03-10,7,4,0,0,0,0,7,0.3,0.2,0.3
