"","country","date","cases","new_cases","deaths","new_deaths","recovered","new_recovered","active_cases","per100k","newper100k","activeper100k"
"47","Afghanistan",2020-04-07,423,56,14,3,18,0,391,1.1,0.1,1
"81","Albania",2020-04-07,383,6,22,1,131,15,230,13.3,0.2,8
"133","Algeria",2020-04-07,1468,45,193,20,113,23,1162,3.3,0.1,2.6
"151","Andorra",2020-04-07,545,20,22,1,39,8,484,707.8,26,628.6
"180","Angola",2020-04-07,17,1,2,0,2,0,13,0.1,0,0
"214","Antigua and Barbuda",2020-04-07,19,4,1,1,0,0,18,19.4,4.1,18.4
"271","Argentina",2020-04-07,1628,74,56,8,338,13,1234,3.6,0.2,2.7
"314","Armenia",2020-04-07,853,20,8,0,87,25,758,28.8,0.7,25.6
"398","Australia",2020-04-07,5895,98,45,5,1080,0,4770,23.1,0.4,18.7
"443","Austria",2020-04-07,12639,342,243,23,4046,583,8350,140.3,3.8,92.7
"485","Azerbaijan",2020-04-07,717,76,8,1,44,0,665,7.1,0.7,6.6
"526","Bahrain",2020-04-07,811,55,5,1,458,0,348,47.6,3.2,20.4
"556","Bangladesh",2020-04-07,164,41,17,5,33,0,114,0.1,0,0.1
"604","Barbados",2020-04-07,63,3,3,1,6,0,54,22,1,18.8
"617","Belarus",2020-04-07,861,161,13,0,54,1,794,9.1,1.7,8.4
"676","Belgium",2020-04-07,22194,1380,2035,403,4157,171,16002,191.5,11.9,138.1
"730","Belize",2020-04-07,7,0,1,0,0,0,6,1.8,0,1.5
"773","Benin",2020-04-07,26,0,1,0,5,0,20,0.2,0,0.2
"797","Bhutan",2020-04-07,5,0,0,0,2,0,3,0.6,0,0.4
"837","Bolivia",2020-04-07,194,11,14,3,2,0,178,1.7,0.1,1.5
"869","Bosnia and Herzegovina",2020-04-07,764,90,33,4,68,21,663,23.3,2.7,20.2
"893","Botswana",2020-04-07,6,0,1,0,0,0,5,0.3,0,0.2
"939","Brazil",2020-04-07,14034,1873,686,122,127,0,13221,6.6,0.9,6.2
"964","Brunei",2020-04-07,135,0,1,0,85,3,49,30.9,0,11.2
"1009","Bulgaria",2020-04-07,577,28,23,1,42,3,512,8.3,0.4,7.4
"1034","Burkina Faso",2020-04-07,384,20,19,1,127,19,238,1.8,0.1,1.1
"1067","Burma",2020-04-07,22,0,1,0,0,0,21,0,0,0
"1082","Burundi",2020-04-07,3,0,0,0,0,0,3,0,0,0
"1151","Cambodia",2020-04-07,115,1,0,0,58,5,57,0.7,0,0.3
"1171","Cameroon",2020-04-07,658,0,9,0,43,26,606,2.5,0,2.3
"1240","Canada",2020-04-07,17872,1309,375,36,3791,535,13706,47.4,3.5,36.3
"1294","Cape Verde",2020-04-07,7,0,1,0,1,0,5,1.3,0,0.9
"1319","Central African Republic",2020-04-07,8,0,0,0,0,0,8,0.2,0,0.2
"1353","Chad",2020-04-07,10,1,0,0,2,2,8,0.1,0,0
"1388","Chile",2020-04-07,5116,301,43,6,898,170,4175,26.8,1.6,21.8
"1439","Colombia",2020-04-07,1780,201,50,4,100,12,1630,3.5,0.4,3.2
"1454","Costa Rica",2020-04-07,483,16,2,0,24,6,457,9.5,0.3,9
"1511","Cote d'Ivoire",2020-04-07,349,26,3,0,41,0,305,1.3,0.1,1.2
"1539","Croatia",2020-04-07,1282,60,18,2,167,37,1097,31.2,1.5,26.7
"1597","Cuba",2020-04-07,396,46,11,2,27,9,358,3.5,0.4,3.2
"1624","Cyprus",2020-04-07,494,29,9,0,47,2,438,40.9,2.4,36.3
"1674","Czech Republic",2020-04-07,5017,195,88,10,172,51,4757,46.8,1.8,44.4
"1700","Democratic Republic of the Congo",2020-04-07,180,19,18,0,9,4,153,0.2,0,0.2
"1742","Denmark",2020-04-07,5266,391,203,16,1621,132,3442,90.9,6.8,59.4
"1827","Diamond Princess Cruise Ship",2020-04-07,712,0,11,0,619,0,82,NA,NA,NA
"1845","Djibouti",2020-04-07,90,0,0,0,9,0,81,9.1,0,8.2
"1875","Dominica",2020-04-07,15,0,0,0,1,0,14,20.8,0,19.4
"1907","Dominican Republic",2020-04-07,1956,128,98,12,36,3,1822,18,1.2,16.8
"1964","Ecuador",2020-04-07,3747,0,191,0,100,0,3456,21.2,0,19.6
"2021","Egypt",2020-04-07,1450,128,94,9,276,17,1080,1.4,0.1,1.1
"2048","El Salvador",2020-04-07,78,9,4,0,5,0,69,1.2,0.1,1.1
"2062","Equatorial Guinea",2020-04-07,16,0,0,0,3,0,13,1.1,0,0.9
"2106","Eritrea",2020-04-07,31,0,0,0,0,0,31,0.9,0,0.9
"2136","Estonia",2020-04-07,1149,41,21,2,69,7,1059,86.6,3.1,79.8
"2176","Eswatini",2020-04-07,10,0,0,0,4,0,6,0.9,0,0.5
"2216","Ethiopia",2020-04-07,52,8,2,0,4,0,46,0,0,0
"2224","Fiji",2020-04-07,15,1,0,0,0,0,15,1.7,0.1,1.7
"2269","Finland",2020-04-07,2308,132,34,7,300,0,1974,41.7,2.4,35.6
"2333","France",2020-04-07,110065,11102,10343,1417,19523,2095,80199,168.6,17,122.9
"2413","Gabon",2020-04-07,30,6,1,0,1,0,28,1.3,0.3,1.3
"2467","Georgia",2020-04-07,196,8,3,1,46,7,147,4.9,0.2,3.7
"2534","Germany",2020-04-07,107663,4289,2016,206,36081,7381,69566,128.5,5.1,83
"2583","Ghana",2020-04-07,287,73,5,0,31,0,251,0.9,0.2,0.8
"2610","Greece",2020-04-07,1832,77,81,2,269,0,1482,17.6,0.7,14.2
"2654","Grenada",2020-04-07,12,0,0,0,0,0,12,10.6,0,10.6
"2663","Guatemala",2020-04-07,77,7,3,0,17,2,57,0.4,0,0.3
"2714","Guinea",2020-04-07,144,16,0,0,5,0,139,1.1,0.1,1.1
"2744","Guinea-Bissau",2020-04-07,33,15,0,0,0,0,33,1.7,0.8,1.7
"2777","Guyana",2020-04-07,33,2,5,1,8,0,20,4.2,0.3,2.5
"2786","Haiti",2020-04-07,25,1,1,0,0,0,24,0.2,0,0.2
"2808","Holy See (Vatican City)",2020-04-07,7,0,0,0,0,0,7,700,0,700
"2871","Honduras",2020-04-07,305,7,22,0,6,0,277,3.1,0.1,2.8
"2957","Hong Kong",2020-04-07,935,21,4,0,216,0,715,12.5,0.3,9.5
"2988","Hungary",2020-04-07,817,73,47,9,71,4,699,8.5,0.8,7.2
"3005","Iceland",2020-04-07,1586,24,6,0,559,99,1021,465.1,7,299.4
"3099","India",2020-04-07,5311,533,150,14,421,46,4740,0.4,0,0.3
"3163","Indonesia",2020-04-07,2738,247,221,12,204,12,2313,1,0.1,0.8
"3187","Iran (Islamic Republic of)",2020-04-07,62589,2089,3872,133,27039,2803,31678,74.5,2.5,37.7
"3239","Iraq",2020-04-07,1122,91,65,1,373,29,684,2.8,0.2,1.7
"3288","Ireland",2020-04-07,5709,345,210,36,25,0,5474,115.6,7,110.9
"3346","Israel",2020-04-07,9248,344,65,8,770,185,8413,106.8,4,97.2
"3418","Italy",2020-04-07,135586,3039,17127,604,24392,1555,94067,224.2,5,155.6
"3468","Jamaica",2020-04-07,63,5,3,0,8,0,52,2.1,0.2,1.8
"3499","Japan",2020-04-07,3906,252,92,7,592,17,3222,3.1,0.2,2.5
"3565","Jordan",2020-04-07,353,4,6,0,138,12,209,3.5,0,2
"3605","Kazakhstan",2020-04-07,697,35,6,0,51,5,640,3.7,0.2,3.4
"3661","Kenya",2020-04-07,172,14,6,0,7,3,159,0.3,0,0.3
"3668","Kosovo",2020-04-07,170,25,4,3,24,1,142,9.4,1.4,7.9
"3709","Kuwait",2020-04-07,743,78,1,0,105,2,637,17.4,1.8,14.9
"3746","Kyrgyzstan",2020-04-07,228,12,4,0,33,0,191,3.5,0.2,2.9
"3769","Lao People's Democratic Republic",2020-04-07,14,2,0,0,0,0,14,0.2,0,0.2
"3784","Latvia",2020-04-07,548,6,2,1,16,0,530,29.1,0.3,28.1
"3840","Lebanon",2020-04-07,548,7,19,0,62,2,467,8,0.1,6.8
"3894","Liberia",2020-04-07,14,0,3,0,3,0,8,0.3,0,0.2
"3916","Libya",2020-04-07,20,1,1,0,1,0,18,0.3,0,0.3
"3943","Liechtenstein",2020-04-07,78,1,1,0,55,0,22,205.3,2.6,57.9
"3998","Lithuania",2020-04-07,880,37,15,0,8,0,857,32.3,1.4,31.5
"4017","Luxembourg",2020-04-07,2970,127,44,3,500,0,2426,474.4,20.3,387.5
"4131","Macao",2020-04-07,44,0,0,0,10,0,34,6.8,0,5.2
"4156","Madagascar",2020-04-07,88,6,0,0,7,5,81,0.3,0,0.3
"4204","Mainland China",2020-04-07,81739,32,3331,0,77184,100,1224,5.7,0,0.1
"4256","Malawi",2020-04-07,8,3,1,1,0,0,7,0,0,0
"4269","Malaysia",2020-04-07,3963,170,63,1,1321,80,2579,12.2,0.5,8
"4358","Maldives",2020-04-07,19,0,0,0,13,0,6,3.5,0,1.1
"4398","Mali",2020-04-07,56,9,5,0,12,3,39,0.3,0,0.2
"4406","Malta",2020-04-07,293,52,0,0,5,0,288,66.3,11.8,65.2
"4457","Mauritania",2020-04-07,6,0,1,0,2,0,3,0.1,0,0.1
"4471","Mauritius",2020-04-07,268,24,7,0,8,1,253,21.1,1.9,19.9
"4495","Mexico",2020-04-07,2439,296,125,31,633,0,1681,1.9,0.2,1.3
"4574","Moldova, Republic of",2020-04-07,1056,91,22,3,40,3,994,26.2,2.3,24.6
"4614","Monaco",2020-04-07,79,2,1,0,4,0,74,202.6,5.1,189.7
"4656","Mongolia",2020-04-07,15,0,0,0,4,2,11,0.5,0,0.3
"4682","Montenegro",2020-04-07,241,8,2,0,4,3,235,38.4,1.3,37.4
"4718","Morocco",2020-04-07,1184,64,90,10,93,12,1001,3.2,0.2,2.7
"4743","Mozambique",2020-04-07,10,0,0,0,1,0,9,0,0,0
"4757","MS Zaandam Cruise Ship",2020-04-07,9,0,2,0,0,0,7,NA,NA,NA
"4775","Namibia",2020-04-07,16,0,0,0,3,0,13,0.6,0,0.5
"4818","Nepal",2020-04-07,9,0,0,0,1,0,8,0,0,0
"4919","Netherlands",2020-04-07,19709,783,2108,234,272,14,17329,115,4.6,101.1
"4968","New Zealand",2020-04-07,1160,54,1,0,241,65,918,24.1,1.1,19
"4982","Nicaragua",2020-04-07,6,0,1,0,0,0,5,0.1,0,0.1
"5009","Niger",2020-04-07,278,25,11,1,26,0,241,1.1,0.1,1
"5040","Nigeria",2020-04-07,254,16,6,1,44,9,204,0.1,0,0.1
"5089","North Macedonia",2020-04-07,599,29,26,3,30,0,543,28.8,1.4,26.1
"5143","Norway",2020-04-07,6086,221,89,13,32,0,5965,112.3,4.1,110
"5213","Oman",2020-04-07,371,40,2,0,67,6,302,7.3,0.8,5.9
"5224","Pakistan",2020-04-07,4035,269,57,4,429,170,3549,1.8,0.1,1.6
"5267","Panama",2020-04-07,2100,112,55,1,14,1,2031,48.7,2.6,47.1
"5306","Papua New Guinea",2020-04-07,2,0,0,0,0,0,2,0,0,0
"5328","Paraguay",2020-04-07,115,2,5,0,15,3,95,1.6,0,1.3
"5366","Peru",2020-04-07,2954,393,107,15,1301,304,1546,9,1.2,4.7
"5455","Philippines",2020-04-07,3764,104,177,14,84,11,3503,3.4,0.1,3.2
"5495","Poland",2020-04-07,4848,435,129,22,191,29,4528,12.8,1.1,12
"5543","Portugal",2020-04-07,12442,712,345,34,184,44,11913,122,7,116.8
"5576","Qatar",2020-04-07,2057,225,6,2,150,19,1901,71.4,7.8,66
"5683","Republic of Korea",2020-04-07,10331,47,192,6,6694,96,3445,20.2,0.1,6.7
"5707","Republic of the Congo",2020-04-07,45,0,5,0,2,0,38,0.8,0,0.7
"5751","Romania",2020-04-07,4417,360,197,21,460,54,3760,23,1.9,19.5
"5830","Russia",2020-04-07,7497,1154,58,11,494,88,6945,5.1,0.8,4.8
"5868","Rwanda",2020-04-07,105,0,0,0,7,3,98,0.8,0,0.8
"5872","Saint Kitts and Nevis",2020-04-07,11,1,0,0,0,0,11,20.8,1.9,20.8
"5901","Saint Lucia",2020-04-07,14,0,0,0,1,0,13,7.6,0,7.1
"5950","Saint Vincent and the Grenadines",2020-04-07,8,1,0,0,1,0,7,7.2,0.9,6.3
"5971","San Marino",2020-04-07,279,13,34,2,40,5,205,820.6,38.2,602.9
"6001","Sao Tome and Principe",2020-04-07,4,0,0,0,0,0,4,1.8,0,1.8
"6014","Saudi Arabia",2020-04-07,2795,190,41,3,615,64,2139,8,0.5,6.1
"6076","Senegal",2020-04-07,237,11,2,0,105,13,130,1.4,0.1,0.8
"6117","Serbia",2020-04-07,2447,247,61,3,0,0,2386,28,2.8,27.3
"6156","Seychelles",2020-04-07,11,0,0,0,0,0,11,11.2,0,11.2
"6176","Sierra Leone",2020-04-07,6,0,0,0,0,0,6,0.1,0,0.1
"6217","Singapore",2020-04-07,1481,106,6,0,377,33,1098,25.3,1.8,18.8
"6286","Slovakia",2020-04-07,581,47,2,0,13,5,566,10.6,0.9,10.4
"6333","Slovenia",2020-04-07,1059,38,36,6,102,0,921,50.9,1.8,44.3
"6339","Somalia",2020-04-07,8,1,0,0,1,0,7,0.1,0,0
"6401","South Africa",2020-04-07,1749,63,13,1,95,0,1641,2.9,0.1,2.8
"6411","South Sudan",2020-04-07,2,1,0,0,0,0,2,0,0,0
"6419","Spain",2020-04-07,141942,5267,14045,704,43208,2771,84689,303.6,11.3,181.1
"6553","Sri Lanka",2020-04-07,185,7,6,1,42,4,137,0.9,0,0.6
"6596","Sudan",2020-04-07,14,2,2,0,2,0,10,0,0,0
"6611","Suriname",2020-04-07,10,0,1,0,0,0,9,1.7,0,1.5
"6697","Sweden",2020-04-07,7693,487,591,114,205,0,6897,76.2,4.8,68.3
"6751","Switzerland",2020-04-07,22253,596,821,56,8704,648,12728,257.1,6.9,147.1
"6766","Syria",2020-04-07,19,0,2,0,3,1,14,0.1,0,0.1
"6844","Taiwan",2020-04-07,376,3,5,0,57,0,314,1.6,0,1.3
"6885","Tanzania, United Republic of",2020-04-07,24,0,1,0,5,2,18,0,0,0
"6909","Thailand",2020-04-07,2258,38,27,1,888,95,1343,3.2,0.1,1.9
"6981","The Bahamas",2020-04-07,33,4,6,1,5,1,22,8.4,1,5.6
"7009","The Gambia",2020-04-07,4,0,1,0,2,0,1,0.2,0,0
"7028","Timor-Leste",2020-04-07,1,0,0,0,0,0,1,0.1,0,0.1
"7084","Togo",2020-04-07,65,7,3,0,23,0,39,0.8,0.1,0.5
"7114","Trinidad and Tobago",2020-04-07,107,2,8,0,1,0,98,7.6,0.1,7
"7134","Tunisia",2020-04-07,623,27,23,1,25,20,575,5.3,0.2,4.9
"7191","Turkey",2020-04-07,34109,3892,725,76,1582,256,31802,40.4,4.6,37.7
"7208","Uganda",2020-04-07,52,0,0,0,0,0,52,0.1,0,0.1
"7273","UK",2020-04-07,55949,3670,6171,786,325,38,49453,82.4,5.4,72.8
"7316","Ukraine",2020-04-07,1462,143,45,7,28,0,1389,3.3,0.3,3.2
"7347","United Arab Emirates",2020-04-07,2359,283,12,1,186,19,2161,23.9,2.9,21.9
"7437","Uruguay",2020-04-07,424,18,7,1,150,46,267,12.2,0.5,7.7
"7466","USA",2020-04-07,396223,29556,12722,1939,21763,2182,361738,119.7,8.9,109.3
"7529","Uzbekistan",2020-04-07,520,63,2,0,30,0,488,1.6,0.2,1.5
"7582","Venezuela",2020-04-07,165,0,7,0,65,0,93,0.6,0,0.3
"7623","Vietnam",2020-04-07,249,4,0,0,123,28,126,0.3,0,0.1
"7685","West Bank and Gaza",2020-04-07,261,7,1,0,42,18,218,5.4,0.1,4.5
"7712","Western Sahara",2020-04-07,4,0,0,0,0,0,4,0.7,0,0.7
"7748","Zambia",2020-04-07,39,0,1,0,7,2,31,0.2,0,0.2
"7770","Zimbabwe",2020-04-07,11,1,2,1,0,0,9,0.1,0,0.1
"4","Afghanistan",2020-04-08,444,21,14,0,29,11,401,1.1,0.1,1
"78","Albania",2020-04-08,400,17,22,0,154,23,224,13.9,0.6,7.8
"109","Algeria",2020-04-08,1572,104,205,12,237,124,1130,3.6,0.2,2.6
"169","Andorra",2020-04-08,564,19,23,1,52,13,489,732.5,24.7,635.1
"197","Angola",2020-04-08,19,2,2,0,2,0,15,0.1,0,0
"209","Antigua and Barbuda",2020-04-08,19,0,2,1,0,0,17,19.4,0,17.3
"259","Argentina",2020-04-08,1715,87,63,7,358,20,1294,3.8,0.2,2.9
"293","Armenia",2020-04-08,881,28,9,1,114,27,758,29.7,0.9,25.6
"353","Australia",2020-04-08,6010,115,50,5,1080,0,4880,23.6,0.5,19.1
"413","Austria",2020-04-08,12942,303,273,30,4512,466,8157,143.7,3.4,90.6
"461","Azerbaijan",2020-04-08,822,105,8,0,63,19,751,8.1,1,7.4
"521","Bahrain",2020-04-08,823,12,5,0,477,19,341,48.4,0.7,20
"555","Bangladesh",2020-04-08,218,54,20,3,33,0,165,0.1,0,0.1
"586","Barbados",2020-04-08,63,0,3,0,8,2,52,22,0,18.1
"642","Belarus",2020-04-08,1066,205,13,0,77,23,976,11.3,2.2,10.3
"720","Belgium",2020-04-08,23403,1209,2240,205,4681,524,16482,201.9,10.4,142.2
"743","Belize",2020-04-08,8,1,1,0,0,0,7,2,0.3,1.8
"757","Benin",2020-04-08,26,0,1,0,5,0,20,0.2,0,0.2
"801","Bhutan",2020-04-08,5,0,0,0,2,0,3,0.6,0,0.4
"829","Bolivia",2020-04-08,210,16,15,1,2,0,193,1.8,0.1,1.7
"864","Bosnia and Herzegovina",2020-04-08,804,40,34,1,79,11,691,24.5,1.2,21.1
"889","Botswana",2020-04-08,6,0,1,0,0,0,5,0.3,0,0.2
"912","Brazil",2020-04-08,16170,2136,819,133,127,0,15224,7.6,1,7.2
"972","Brunei",2020-04-08,135,0,1,0,91,6,43,30.9,0,9.8
"990","Bulgaria",2020-04-08,593,16,24,1,42,0,527,8.5,0.2,7.6
"1039","Burkina Faso",2020-04-08,414,30,23,4,134,7,257,2,0.1,1.2
"1075","Burma",2020-04-08,22,0,3,2,0,0,19,0,0,0
"1088","Burundi",2020-04-08,3,0,0,0,0,0,3,0,0,0
"1153","Cambodia",2020-04-08,117,2,0,0,63,5,54,0.7,0,0.3
"1182","Cameroon",2020-04-08,730,72,10,1,60,17,660,2.7,0.3,2.5
"1238","Canada",2020-04-08,19141,1269,407,32,4154,363,14580,50.7,3.4,38.6
"1301","Cape Verde",2020-04-08,7,0,1,0,1,0,5,1.3,0,0.9
"1335","Central African Republic",2020-04-08,8,0,0,0,0,0,8,0.2,0,0.2
"1346","Chad",2020-04-08,10,0,0,0,2,0,8,0.1,0,0
"1399","Chile",2020-04-08,5546,430,48,5,1115,217,4383,29,2.2,22.9
"1427","Colombia",2020-04-08,2054,274,54,4,123,23,1877,4,0.5,3.7
"1488","Costa Rica",2020-04-08,502,19,3,1,29,5,470,9.9,0.4,9.2
"1503","Cote d'Ivoire",2020-04-08,384,35,3,0,48,7,333,1.5,0.1,1.3
"1537","Croatia",2020-04-08,1343,61,19,1,179,12,1145,32.7,1.5,27.9
"1596","Cuba",2020-04-08,457,61,12,1,27,0,418,4,0.5,3.7
"1622","Cyprus",2020-04-08,526,32,9,0,52,5,465,43.6,2.7,38.5
"1646","Czech Republic",2020-04-08,5312,295,99,11,233,61,4980,49.6,2.8,46.5
"1714","Democratic Republic of the Congo",2020-04-08,180,0,18,0,9,0,153,0.2,0,0.2
"1741","Denmark",2020-04-08,5597,331,218,15,1763,142,3616,96.6,5.7,62.4
"1786","Diamond Princess Cruise Ship",2020-04-08,712,0,11,0,619,0,82,NA,NA,NA
"1853","Djibouti",2020-04-08,135,45,0,0,25,16,110,13.7,4.6,11.1
"1880","Dominica",2020-04-08,15,0,0,0,1,0,14,20.8,0,19.4
"1917","Dominican Republic",2020-04-08,2111,155,108,10,50,14,1953,19.5,1.4,18
"1941","Ecuador",2020-04-08,4450,703,242,51,140,40,4068,25.2,4,23.1
"1977","Egypt",2020-04-08,1560,110,103,9,305,29,1152,1.5,0.1,1.1
"2044","El Salvador",2020-04-08,93,15,5,1,9,4,79,1.4,0.2,1.2
"2085","Equatorial Guinea",2020-04-08,18,2,0,0,3,0,15,1.3,0.1,1.1
"2093","Eritrea",2020-04-08,33,2,0,0,0,0,33,0.9,0.1,0.9
"2116","Estonia",2020-04-08,1185,36,24,3,72,3,1089,89.3,2.7,82.1
"2174","Eswatini",2020-04-08,12,2,0,0,7,3,5,1,0.2,0.4
"2210","Ethiopia",2020-04-08,55,3,2,0,4,0,49,0,0,0
"2229","Fiji",2020-04-08,15,0,0,0,0,0,15,1.7,0,1.7
"2268","Finland",2020-04-08,2487,179,40,6,300,0,2147,44.9,3.2,38.7
"2338","France",2020-04-08,113959,3894,10887,544,21452,1929,81620,174.6,6,125
"2433","Gabon",2020-04-08,34,4,1,0,1,0,32,1.5,0.2,1.4
"2443","Georgia",2020-04-08,211,15,3,0,50,4,158,5.3,0.4,4
"2527","Germany",2020-04-08,113296,5633,2349,333,46300,10219,64647,135.2,6.7,77.2
"2581","Ghana",2020-04-08,313,26,6,1,34,3,273,1,0.1,0.9
"2635","Greece",2020-04-08,1884,52,83,2,269,0,1532,18.1,0.5,14.7
"2651","Grenada",2020-04-08,12,0,0,0,0,0,12,10.6,0,10.6
"2664","Guatemala",2020-04-08,87,10,3,0,17,0,67,0.5,0.1,0.4
"2722","Guinea",2020-04-08,164,20,0,0,5,0,159,1.2,0.2,1.2
"2736","Guinea-Bissau",2020-04-08,33,0,0,0,0,0,33,1.7,0,1.7
"2760","Guyana",2020-04-08,37,4,6,1,8,0,23,4.7,0.5,2.9
"2799","Haiti",2020-04-08,27,2,1,0,0,0,26,0.2,0,0.2
"2836","Holy See (Vatican City)",2020-04-08,8,1,0,0,2,2,6,800,100,600
"2845","Honduras",2020-04-08,312,7,22,0,6,0,284,3.1,0.1,2.9
"2949","Hong Kong",2020-04-08,960,25,4,0,264,48,692,12.8,0.3,9.2
"2999","Hungary",2020-04-08,895,78,58,11,94,23,743,9.3,0.8,7.7
"3003","Iceland",2020-04-08,1616,30,6,0,633,74,977,473.9,8.8,286.5
"3061","India",2020-04-08,5916,605,178,28,506,85,5232,0.4,0,0.4
"3141","Indonesia",2020-04-08,2956,218,240,19,222,18,2494,1.1,0.1,0.9
"3203","Iran (Islamic Republic of)",2020-04-08,64586,1997,3993,121,29812,2773,30781,76.9,2.4,36.6
"3221","Iraq",2020-04-08,1202,80,69,4,452,79,681,3,0.2,1.7
"3300","Ireland",2020-04-08,6074,365,235,25,25,0,5814,123,7.4,117.7
"3324","Israel",2020-04-08,9404,156,73,8,801,31,8530,108.6,1.8,98.5
"3410","Italy",2020-04-08,139422,3836,17669,542,26491,2099,95262,230.6,6.3,157.6
"3469","Jamaica",2020-04-08,63,0,4,1,10,2,49,2.1,0,1.7
"3520","Japan",2020-04-08,4257,351,93,1,622,30,3542,3.4,0.3,2.8
"3576","Jordan",2020-04-08,358,5,6,0,150,12,202,3.5,0,2
"3608","Kazakhstan",2020-04-08,727,30,7,1,54,3,666,3.9,0.2,3.5
"3640","Kenya",2020-04-08,179,7,6,0,9,2,164,0.3,0,0.3
"3673","Kosovo",2020-04-08,184,14,5,1,30,6,149,10.2,0.8,8.3
"3702","Kuwait",2020-04-08,855,112,1,0,111,6,743,20,2.6,17.4
"3738","Kyrgyzstan",2020-04-08,270,42,4,0,33,0,233,4.1,0.6,3.6
"3773","Lao People's Democratic Republic",2020-04-08,15,1,0,0,0,0,15,0.2,0,0.2
"3799","Latvia",2020-04-08,577,29,2,0,16,0,559,30.6,1.5,29.6
"3852","Lebanon",2020-04-08,576,28,19,0,62,0,495,8.4,0.4,7.3
"3877","Liberia",2020-04-08,31,17,4,1,3,0,24,0.6,0.3,0.5
"3909","Libya",2020-04-08,21,1,1,0,8,7,12,0.3,0,0.2
"3966","Liechtenstein",2020-04-08,78,0,1,0,55,0,22,205.3,0,57.9
"3993","Lithuania",2020-04-08,912,32,15,0,8,0,889,33.5,1.2,32.7
"4046","Luxembourg",2020-04-08,3034,64,46,2,500,0,2488,484.7,10.2,397.4
"4120","Macao",2020-04-08,45,1,0,0,10,0,35,6.9,0.2,5.4
"4149","Madagascar",2020-04-08,93,5,0,0,11,4,82,0.3,0,0.3
"4187","Mainland China",2020-04-08,81804,65,3333,2,77293,109,1178,5.7,0,0.1
"4254","Malawi",2020-04-08,8,0,1,0,0,0,7,0,0,0
"4282","Malaysia",2020-04-08,4119,156,65,2,1487,166,2567,12.7,0.5,7.9
"4361","Maldives",2020-04-08,19,0,0,0,13,0,6,3.5,0,1.1
"4382","Mali",2020-04-08,59,3,7,2,16,4,36,0.3,0,0.2
"4401","Malta",2020-04-08,299,6,1,1,16,11,282,67.6,1.4,63.8
"4442","Mauritania",2020-04-08,6,0,1,0,2,0,3,0.1,0,0.1
"4468","Mauritius",2020-04-08,273,5,7,0,19,11,247,21.5,0.4,19.4
"4513","Mexico",2020-04-08,2785,346,141,16,633,0,2011,2.2,0.3,1.6
"4559","Moldova, Republic of",2020-04-08,1174,118,27,5,40,0,1107,29.1,2.9,27.4
"4595","Monaco",2020-04-08,81,2,1,0,4,0,76,207.7,5.1,194.9
"4657","Mongolia",2020-04-08,16,1,0,0,4,0,12,0.5,0,0.4
"4681","Montenegro",2020-04-08,248,7,2,0,4,0,242,39.5,1.1,38.5
"4727","Morocco",2020-04-08,1275,91,93,3,97,4,1085,3.5,0.2,2.9
"4751","Mozambique",2020-04-08,17,7,0,0,1,0,16,0.1,0,0.1
"4762","MS Zaandam Cruise Ship",2020-04-08,9,0,2,0,0,0,7,NA,NA,NA
"4794","Namibia",2020-04-08,16,0,0,0,3,0,13,0.6,0,0.5
"4816","Nepal",2020-04-08,9,0,0,0,1,0,8,0,0,0
"4883","Netherlands",2020-04-08,20682,973,2255,147,272,0,18155,120.7,5.7,106
"4928","New Zealand",2020-04-08,1210,50,1,0,282,41,927,25.1,1,19.2
"4983","Nicaragua",2020-04-08,6,0,1,0,0,0,5,0.1,0,0.1
"4999","Niger",2020-04-08,342,64,11,0,28,2,303,1.4,0.3,1.3
"5031","Nigeria",2020-04-08,276,22,6,0,44,0,226,0.1,0,0.1
"5107","North Macedonia",2020-04-08,617,18,29,3,35,5,553,29.6,0.9,26.5
"5120","Norway",2020-04-08,6086,0,101,12,32,0,5953,112.3,0,109.8
"5200","Oman",2020-04-08,419,48,2,0,72,5,345,8.2,0.9,6.8
"5250","Pakistan",2020-04-08,4263,228,61,4,467,38,3735,1.9,0.1,1.7
"5282","Panama",2020-04-08,2249,149,59,4,16,2,2174,52.1,3.5,50.4
"5311","Papua New Guinea",2020-04-08,2,0,0,0,0,0,2,0,0,0
"5336","Paraguay",2020-04-08,119,4,5,0,15,0,99,1.7,0.1,1.4
"5387","Peru",2020-04-08,4342,1388,121,14,1333,32,2888,13.2,4.2,8.8
"5465","Philippines",2020-04-08,3870,106,182,5,96,12,3592,3.5,0.1,3.3
"5496","Poland",2020-04-08,5205,357,159,30,222,31,4824,13.8,0.9,12.7
"5557","Portugal",2020-04-08,13141,699,380,35,196,12,12565,128.9,6.9,123.2
"5593","Qatar",2020-04-08,2210,153,6,0,178,28,2026,76.7,5.3,70.3
"5642","Republic of Korea",2020-04-08,10384,53,200,8,6776,82,3408,20.3,0.1,6.6
"5706","Republic of the Congo",2020-04-08,45,0,5,0,2,0,38,0.8,0,0.7
"5762","Romania",2020-04-08,4761,344,220,23,528,68,4013,24.7,1.8,20.9
"5799","Russia",2020-04-08,8672,1175,63,5,580,86,8029,5.9,0.8,5.5
"5845","Rwanda",2020-04-08,110,5,0,0,7,0,103,0.8,0,0.8
"5871","Saint Kitts and Nevis",2020-04-08,11,0,0,0,0,0,11,20.8,0,20.8
